customer_tweet_id,customer_text,support_text,candidate_intent,candidate_score,gold_label,label_notes
2271656,"@AppleSupport It’s every wifi connection and cellular connection. I’ve gotten every Instagram update. And I got this phone brand new 6 months ago, so it’s not that either.",@660897 Go ahead and send us a DM. We can check on some support options with you there. https://t.co/GDrqU22YpT,connectivity,0.42998743,connectivity,
549572,Don’t do the iPhone software update it will mess up &amp; your phone/iPad will become unusable #appleproblems @AppleSupport,"@247964 If you're talking about update 11.1.2, that's been out for a few weeks now. The iOS 11.2 update was just released a few hours ago. Make sure to back up and update with these steps: https://t.co/osZOKKTalm If you're still having issues, let us know so we can help!",software_update,0.6314305,software_update,
2193367,I’ve been buying Apple products for years and I must say after the terrible customer service I won’t be buying anything else. Over the past few months I’ve received probably the worse customer service I’ve ever had with any company. @AppleSupport @115858,@641915 We want to hep. Please continue with us in DM. https://t.co/GDrqU22YpT,purchase_payment_order,0.59994876,purchase_payment_order,
396971,@AppleSupport Wi-Fi i haven’t tried on cellular data,"@210024 OK. To help isolate the issue, let’s have you test it out on cellular data, and let us know what happens.",connectivity,0.40193564,connectivity,
1784960,Every update I download fucks my iphones up one way or another. ios11 has made it so slow and unresponsive. Good job @115858 @AppleSupport 👍,@536292 We want to be sure you get the most out of your iPhone's performance. Which iPhone are you using? DM us and let us know. https://t.co/GDrqU22YpT,software_update,0.6104492,software_update,
553676,"I don’t have any subscription for any services and yet, I still get charged $9.99 every other month. Please fix this @118936 @AppleSupport @115858",@249149 This article may help: https://t.co/A5QhKRZhQQ You can reach out with questions here: https://t.co/YZKYT7KOTB,purchase_payment_order,0.54556274,purchase_payment_order,
1505180,"Hi @AppleSupport I got a new battery 3 weeks ago for my iPhone 6. The battery just started draining really quickly. Like 50 percent in like 2 hours. Says calendar is using all the juice. Then I have the I ""glitch."" What gives?",@469331 Thanks for contacting us. We'd like to help. Which iOS version is running on your iPhone 6? Let's meet in DM here: https://t.co/GDrqU22YpT,battery_charging,0.5523116,battery_charging,
319973,@applesupport I’m missing several thousand photos after upgrading to iOS 11. Years worth of content. I sure hope you have a solution.,@192269 Absolutely! Where do you make iPhone backups? Do you use iCloud Photo Library? DM us. https://t.co/GDrqU22YpT,photos_media,0.5525441,photos_media,
1924248,"@AppleSupport How do I tell you about so many issues? My phone has become super slow, heats majorly, apps crash and phone freezes or turns off randomly","@572766 We would go over one issue at a time to get it resolved, then move to the next, we want to move to DM so we can gather that. https://t.co/GDrqU22YpT",device_performance,0.62444794,device_performance,
2300675,".@115858 @AppleSupport luego de la actualización de iOS, se conecta wifi o Bluetooth automáticamente, debo manualmente desconectar, a ello habrá alguna solución? Gracias!!",@667735 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,connectivity,0.42252642,connectivity,
2813598,"@AppleSupport iPhone 6s, all messages I’m assuming since I don’t know what I’m not receiving and idk","@784486 Which iOS version is your iPhone 6s currently running? 

How to find the iOS version: https://t.co/ZTw54HL4Rm",messaging,0.5544518,messaging,
1557612,Apple. I️ pay money for your product and you won’t even let me type an i instead i get this I️. Explain  @AppleSupport,"@481473 Thank you for reaching out to us. We’re here to help. To start, we recommend following these steps: https://t.co/xU1AGHStV6",apple_app_service,0.4757948,apple_app_service,
393589,@AppleSupport why would all my pictures besides the ones I took yesterday just suddenly disappear,@209225 We'll be happy to help you with your camera roll! Please look for our response to your DM shortly.,photos_media,0.56755435,photos_media,
2750485,"@AppleSupport All apps are just freezing, home screen is freezing, lock screen is freezing, on button freezes (phone stays blank when tryna unlock it) all depends on what I’m doing at the time. Doesn’t seem to be a thing that triggers it, just happens!",@770047 We'd like to look into this freezing issue further. Please DM us to continue working on this. https://t.co/GDrqU22YpT,device_performance,0.5780182,device_performance,
2449499,"Wish #Apple would remember what I had on, before I turned on the #AirplaneMode. Now, once I goto AirplaneMode &amp; later switch it off, then by default, #iPhone  switches on WiFi,Bluetooth &amp; CellularData. #iOS11 #userexperience #uxdesign @115858 https://t.co/ZHUrecCVsI",@257653 We value feedback and suggestions on what we can change. Tell us more here: https://t.co/GewaBVdeV8,connectivity,0.43389702,connectivity,
243322,My question was: Why keep the wi-fi (and Bluetooth) going on once I switched them off? @AppleSupport https://t.co/shktfG16s4,@173783 We recommend checking out this link for more info on Bluetooth and Wi-Fi: https://t.co/G7BHuQnDS6,connectivity,0.4803166,connectivity,
2376112,"My entire phone isn't working! @115858 every app is crashing, my phone literally freezes every 2-3 mins WTF?! @AppleSupport","@685366 We want to help with your iPhone. Is this happening immediately after launching an app, or when performing a specific function within the app? Send us a Direct Message, we'll continue there. https://t.co/GDrqU22YpT",device_performance,0.6204313,device_performance,
617244,why is wifi not automatically connecting when i come home? which location service do i need to enable? @AppleSupport,@193129 It's important to have your device connecting to your network on its own. Let's look into this. Can you provide us which iOS is on your device? This can be located in Settings &gt; General &gt; About &gt; Version.,connectivity,0.42942005,connectivity,
1762925,"Hey @AppleSupport, some iMessages are coming in duplicate as text messages. Is this a you thing or a carrier thing?","@530396 We'd like some details to assist. Does this occur with a specific contact or any? Also, which iOS does this occur on?",messaging,0.5477912,messaging,
2036539,@AppleSupport why is my batter life draining for not using my phone? Why can’t I send texts to people who don’t iPhones? What’s with “i”??,@602114 We'd be happy to assist with any issues you're experiencing. Please DM us so we can have a look at this for you. https://t.co/GDrqU22YpT,messaging,0.51927036,messaging,
2945805,@AppleSupport But what if I want to use iCloud for those services? It didn’t drain my battery before IOS11. Don’t put features on a phone if they are unusable. Just feedback to the development team they need to sort out an update to fix,@266998 Let's dig a little deeper into the usage data together. DM us and we'll continue there. We want your iPhone to work as best as it is possible.,apple_app_service,0.49445754,apple_app_service,
413750,"What the hell @115948 @AppleSupport, my music app just crashed and offloaded all of my music to the cloud.",@213725 We'll be happy to help with your Apple Music. Can you DM us the device and version of OS we are working with? https://t.co/GDrqU22YpT,apple_app_service,0.46873736,apple_app_service,
1149736,"@AppleSupport my 5 months old iPhone’s battery is draining, specially since I updated iOS. Any tips?","@390556 Let's work on this together. This article has a few tips, try them out and let us know how it goes: https://t.co/bivpdfBNJ6",battery_charging,0.5533649,battery_charging,
148233,@AppleSupport It’s the only WiFi I connect to so I can’t really answer that,"@149725 Got it, thanks. Please send us a DM and tell us more about the issue. Did it start after updating iOS or changing any settings? Also, does restarting the device remedy the issue temporarily? https://t.co/GDrqU22YpT",connectivity,0.40465927,connectivity,
1219228,"@AppleSupport lost 4 months of photos after uodating to ios11.
Ridiculous. Done with Apple products.
#ios11 #appleproblems #lostphotos",@406058 We want to look into this. DM us and we'll meet you there. https://t.co/GDrqU22YpT,photos_media,0.55863047,photos_media,
1496700,"Hello @AppleSupport, why is it that when I type the letter “eye”, it autocorrects to this I️ I️ I️ when I️ hit “post”? Please help! https://t.co/V8wveVR71o","@467483 Shoot us over a DM, we'll offer any details we can. https://t.co/GDrqU22YpT",keyboard_text_input,0.45343488,keyboard_text_input,
2923922,@AppleSupport my girlfriend has moved to an android phone from iphone shes deactivated imessage but my message sitll go through as imessages she cant see why?,"@787532 SMS messages are a great way to communicate and we definitely want to ensure you're able to send and receive those with your girlfriend. Has she had the chance to review the following article? If not, lets start there and let us know how that goes. https://t.co/54RxQoOEP9",messaging,0.51370895,messaging,
1522655,@AppleSupport Thank you! Messages is the only one. Version is 11.1. I restores the phone from an iCloud Backup from an iPhone 8.,"@473153 Got it, thanks! So we can look closer into this with you, reach out to us in DM and we'll continue from there. https://t.co/GDrqU22YpT",messaging,0.5102984,messaging,
2466451,@AppleSupport will I get any money back if I cancel AppleCare+ after having it for a year? In the UK!,@365762 That's a good question! This article will explain how the refunds work for AppleCare: https://t.co/HU0dOqwRgw,purchase_payment_order,0.6002078,purchase_payment_order,
1138013,@AppleSupport Yes its my everyday wifi,@388043 Thanks for confirming this. Let's check into this in more detail. Send us a DM and we'll continue from there: https://t.co/GDrqU22YpT,connectivity,0.4035263,connectivity,
1011838,@AppleSupport My iPhone 7 cellular and WiFi signal is a joke since I switched to iOS 11 😡,@359413 Have you updated to iOS 11.0.3 yet? https://t.co/80YRnjDFDk Send us a DM and let us know. https://t.co/GDrqU22YpT,connectivity,0.39808553,connectivity,
1788623,@AppleSupport I’ve installed the latest update .This whole 11 series updates have screwed my phone to another level.an iOS hanging is money gone the drain,@537293 This is not the experience we want for you to have with our new iOS. Let's look into this in DM here: https://t.co/GDrqU22YpT,software_update,0.59347594,software_update,
177037,"@AppleSupport hi, I lost my iPhone about two weeks ago, I still enable find my iPhone for it, and today my iCloud account was locked. I have unlocked it, but could you check whether someone has tried to log into my iCloud account or why it was locked? Thanks",@157666 Hey there. Account security is important. Share with us in DM how you were notified of your account being locked to continue. https://t.co/GDrqU22YpT,apple_id_account,0.52457964,apple_id_account,
2631620,How do I fix my disabled Apple ID? @AppleSupport #help 🙏,@743092 Hey there. We'd be happy to get you in the right direction. Can you send us a DM? We'll go from there. https://t.co/GDrqU22YpT,apple_id_account,0.573248,apple_id_account,
1623384,@AppleSupport we constantly receive notification of enabling imessage and we hate it. Why do I need to send sms to enable iMessage?,"@497285 During iMessage activation a silent SMS is sent and without it, it will not activate. For more, check out: https://t.co/jhvYu3nzpA",messaging,0.5782114,messaging,
2568137,"@AppleSupport hi, I'm having trouble installing ios 11 and my phone keeps saying there's an error. What should I do?",@728452 Let's get your iPhone updated. Are you installing it via iTunes or is this an over-the-air update?,software_update,0.5940443,software_update,
2739462,"@applesupport Help! This activation lock randomly popped up on my iPhone 6 last night. I know my Apple ID but I forgot my password. If I reset my password on iTunes, will it wreck my phone? I’m the original owner of the phone and it wasn’t stolen. Why did this pop up?! https://t.co/zLCnEWFzbI",@767527 Hey there! Check out this article about Activation Lock: https://t.co/9Wfw6Be2P1 It will provide you with circumstances and explain what to do next.,apple_id_account,0.5516329,apple_id_account,
2899002,@AppleSupport Listening music for example.,"@803139 Good to know. Are you normally listening to the Music app, Pandora, Spotify, Sound Cloud, etc.? Do you use Bluetooth devices when listening to the music?",apple_app_service,0.46758735,apple_app_service,
398846,@115858 this update still hasn’t resolved the “missing” / “lost” pictures issue. https://t.co/2CqVXQrwGc,@210322 We'd like to look into this with you. Can you give us some more details? Are you missing all photos or just some?,photos_media,0.5887772,photos_media,
430747,"why since this morning has my phone been freezing badly, lagging and freaking out when I open apps?? @AppleSupport I’ve reset it 4 times 🙂",@217430 We'd be happy to look into this with you. Can you tell us which iPhone and version of iOS you're using?,device_performance,0.5985147,device_performance,
1467479,@115858 How do I type now if there is no keyboard at the Text app. I hate iOS 11.1. The worst ever.,@460623 We're happy to help. Does restarting your device bring the keyboard back? Let us know.,keyboard_text_input,0.4313705,keyboard_text_input,
1676852,@AppleSupport Can you still purchase AppleCare + for the iPhone after the 60 days window?,@510060 We'd like to help out. Send us a DM and tell us how many days outside of the 60. https://t.co/GDrqU22YpT,purchase_payment_order,0.5591701,purchase_payment_order,
1387673,"@AppleSupport No, they all are. A few apps that I use often include Spotify, YouTube, Instagram, Snapchat, VSCO, Facebook. Clock, notes - all slower.","@442872 Thanks.  So we can look at all of your support options, could you provide your current location?  Please reply in DM. https://t.co/GDrqU22YpT",apple_app_service,0.5294472,apple_app_service,
2362988,@AppleSupport why is it that iMessage is sending my iMessages as texts to only one specific person and not others?,@682278 Thanks for reaching out. Does this recipient use an iPhone? Do they have iMessages setup for themselves?,messaging,0.53136164,messaging,
1445586,@AppleSupport what is up with no keyboard when texting?  Didn’t happen with ios10. https://t.co/QBeapaA4jy,@455451 We'd love to help! Which keyboard are you using? Have you already updated to iOS 11.1?,keyboard_text_input,0.42649835,keyboard_text_input,
283598,@AppleSupport needs to tell me why only their phones are kicking me off of wifi but my laptop is perfectly fine.,@183558 We can help with Wi-Fi.  How many devices are having issues?  Is this a home network?,connectivity,0.40780425,connectivity,
2626449,@AppleSupport why why why have all my photos and videos disappeared,@741846 We want to help get those back for you. Could you DM us your iPhone model and iOS version to begin? https://t.co/GDrqU22YpT,photos_media,0.6242062,photos_media,
792157,"Went back to iPhone. Thought it'd be more reliable than Android.Everything freezes/crashes,phone overheating. Get your shit together @115858",@308890 Let's work on what you're experiencing together. Are we currently using iOS 11.0.3? You can check in Settings &gt; General &gt; About.,device_performance,0.5662831,device_performance,
125795,@AppleSupport I have credit on my account but I can't buy nothing because of billing information,@144227 We're happy to help and to point you in the right direction. Our iTunes Team can help you here with any billing inquiry: https://t.co/SDIe7UiyJN,purchase_payment_order,0.56236786,purchase_payment_order,
2118343,My phones freezing again ☹️ @AppleSupport,@529410 No worries. We're happy to work together with you. Meet up with us in DM to continue. https://t.co/GDrqU22YpT,device_performance,0.5723044,device_performance,
2141648,@AppleSupport I’m using my laptop &amp; most of my purchase are no longer being showed in all my purchase or not on this device,@322330  We would love to help you. Please DM us so that we can look into this together. https://t.co/GDrqU22YpT,purchase_payment_order,0.5694515,purchase_payment_order,
1351974,"@AppleSupport Yesterday morning, it freezes then the screen either goes black or back to the home screen. Has turns itself off yesterday and today too 😩",@435268 We'd like to take a look into this with you. Could you please send us a DM so we can gather some additional info? https://t.co/GDrqU22YpT,device_performance,0.5692706,device_performance,
2278803,@AppleSupport whyyyyyyyyyyyy does my Apple ID always get disabled.,@662565 We understand that being able to access your account is vital. Check out this article and let us know if it helps: https://t.co/HH37urdbz9,apple_id_account,0.5491952,apple_id_account,
1963818,Who do I speak to regarding registration for Apple Music? @AppleSupport,@157625 You've found the right place. Let's try the steps in this link first: https://t.co/sCAwjWdSKv DM us if you still need help. https://t.co/GDrqU22YpT,apple_app_service,0.4854324,apple_app_service,
2269980,@AppleSupport I was setting up an iPhone and it got locked due to the fact the account pin was wrong,"@660527 We can work together to get this resolved. We'd like to clarify the issue, Can you tell us how your iPhone is locked? For example, Activation Locked, passcode locked or something else?",apple_id_account,0.53523445,apple_id_account,
1713679,@AppleSupport got me speaking in Spanish cause i can’t get this keyboard thing write with the I️,@518977 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,keyboard_text_input,0.42279133,keyboard_text_input,
428358,@AppleSupport Basic guys! Basic! iOS 11.0.2 is draining the battery even while charging. Why? Battery life is the most important thing.,@216884 We can help! Which device are you experiencing battery issues with?,battery_charging,0.59337246,battery_charging,
1589385,it has begun... ios 11.1 and i can't download/update apps again @115858,@168225 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,software_update,0.5986341,software_update,
1330900,@115858 my 7 is freezing so much. Everytime I power off and try to power on it takes 15 minutes. Also I can't talk only text #pleasehelpme,"@430493 Hey, we want to help you get your iPhone back up and running smoothly. DM us the iOS version and we'll work together. https://t.co/GDrqU22YpT",device_performance,0.58789015,device_performance,
1443219,Got a new phone from apple and is iMessage is not working on my laptop. Help. Plz. @AppleSupport,"@454863 We're happy to help. The steps here may help: https://t.co/jmMBILbFAw see section ""Set up SMS and MMS messaging.""",messaging,0.51045185,messaging,
1718251,Why has my iPhone battery been draining rapidly and randomly turning off with 30% battery life? @applesupport,@520255 Hey there. We've received your DM. Be on the lookout for our response there.,battery_charging,0.56020284,battery_charging,
1640178,I’m so confused as to why my iMessage is working for everyone except one contact when they are an iPhone user as well 🤔 @AppleSupport,@501452 We want to help you stay in touch with your contact. What happens when you send a message? Do you get an error message?,messaging,0.5303042,messaging,
942247,@343368 @AppleSupport Is Apple pay included or is Apple still cropping out on that one??,@254077 We'd like to make sure you get the info you're looking for. Could you confirm what country you're currently in?,purchase_payment_order,0.6165029,purchase_payment_order,
994497,"@AppleSupport why my battery percentage keep draining while charging? And the battery cant charge, its stay at 15%","@355562 We'd be happy to look into this with you.  Which device are you using, what OS version is on it and when did this issue begin?",battery_charging,0.59639096,battery_charging,
1690618,Every time I️ type in the letter after H some stupid symbols show up WHYYYY @AppleSupport,@136765 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,keyboard_text_input,0.4234472,keyboard_text_input,
1136046,@AppleSupport I am having a problem typing the word I.T on my keyboard everywhere. Please help! https://t.co/mWYl7d0LMk,"@387643 Thanks for reaching out. Let's make sure your iPhone is backed up, and you are updated to iOS 11.1.2. If this is already the case, let's navigate to Settings &gt; General &gt; Reset &gt; Reset Keyboard Dictionary.",keyboard_text_input,0.43139,keyboard_text_input,
701638,"@115858 help me, my apple id has been disabled. I can reset my password. But i'm forget the security question and cannot reset it. Please help my phone","@287503 This article may help: https://t.co/0uGi5ZBDyn 

You can reach out with questions here: https://t.co/UJm15vmMM2",apple_id_account,0.5654449,apple_id_account,
892820,@AppleSupport i have everything turned on and i receive some messages but not all of them.,@331998 Thanks! Go ahead &amp; try out the steps in this article to see if that issue will resolve: https://t.co/fUZ0NRJxcn,messaging,0.5071013,messaging,
1556358,@AppleSupport I want some answers about my jacked up autocorrecting symbol keyboard situation,@481190 We want to help! What model of iOS device are you using? Do you have the most recent version of iOS 11.1 installed?,keyboard_text_input,0.523816,keyboard_text_input,
2000170,Okay @115858 wtf is going with the ‘I’ on everyone’s keyboard? Shit autocorrecting to nonsense,"@591423 If you're having the issue on your device, we'd like to assist. Send us a DM and we'll continue there. https://t.co/GDrqU22YpT",keyboard_text_input,0.43207842,keyboard_text_input,
2525513,@AppleSupport i am not paying $9.99 a month just for the apple music app to not work.,@719142 We'll be happy to look into this with you. Could you please send us a DM with what exactly you're seeing? https://t.co/GDrqU22YpT,apple_app_service,0.55028576,apple_app_service,
2271646,"@AppleSupport my phone won’t connect to any WiFi now, how many more faults can there be with this phone 😩","@660894 We can help. Tell us what happens when you try to connect to Wi-Fi networks, and we’ll partner with you to get this figured out.",connectivity,0.4023086,connectivity,
1995698,Can @115858 explain why does my battery drain in minutes ever since I upgraded my os . It’s horrible,@590135 Thanks for reaching out to us about this. We'd like to look into this with you. Send us a DM so we can help you there. https://t.co/GDrqU22YpT,battery_charging,0.57953423,battery_charging,
720719,"I just want to update my ios, why is that so hard? @AppleSupport",@292496 We're here for you and happy to help! What happens when you attempt to update? Which device are you updating?,software_update,0.60917556,software_update,
2616655,The 10th loop of trying to install new software from @115858 WARNING don’t update any of your devices they won’t work and apple is unhelpful. https://t.co/V9g4344BVN,@739575 We'll help out. Try doing a safe boot as described in the article below and installing from there. Let us know how that goes. https://t.co/PQ4LSYhUTY,software_update,0.59813964,software_update,
1083352,Anybody else having issues with their iPhone freezing for no reason? @115858,@375547 Let us look into that with you. During what action does it happen the most? DM us back to continue. https://t.co/GDrqU22YpT,device_performance,0.6007283,device_performance,
2572061,@AppleSupport I have an IPhone with applecare+. How it’s work when I give it for reparation in an apple Premium reseller?,@729353 We've got your DM and will continue working there to address your questions.,purchase_payment_order,0.6459466,purchase_payment_order,
689345,"@AppleSupport I’ve got activation lock on my old iPhone, and it’s not recognising the Apple ID I’m putting in,what do I do? 😩","@284722 We're glad you've reached out to us and we'll do all we can to help. When the iPhone is prompting you for the Apple ID, it shows you a few letters. Do they match your Apple ID? Please DM us. https://t.co/GDrqU22YpT",apple_id_account,0.53499186,apple_id_account,
2435352,@AppleSupport I’m getting this message when trying to install iOS 11.0.3 it downloaded but won’t install. https://t.co/cvx1jpHzTs,@698760 We'd like to help. Have you tried updating the device by using iTunes on a computer? Here's how: https://t.co/80YRnjDFDk,software_update,0.5983752,software_update,
288472,"@AppleSupport Both; also, when I toggle airplane mode on and then off, it turns on wifi and Bluetooth. Even when I don’t do this, after time they turn on",@184719 Got it. Check out what's different in iOS 11 for Wi-Fi and Bluetooth here: https://t.co/G7BHuQnDS6 Let us know if helps.,connectivity,0.47722068,connectivity,
1296303,@AppleSupport  need help it’s saying my Apple ID has been disabled need help,@422993 We’ve received your DM and will continue there shortly. Thank you for your patience.,apple_id_account,0.5809298,apple_id_account,
1969756,@AppleSupport yes all of my recently deleted pictures photos have been emptied. I do have videos,@583509 Videos take up space on the Photos portion of your storage as well. Check those out and send us a DM if they don't add up. https://t.co/GDrqU22YpT,photos_media,0.6080656,photos_media,
2549079,@115858 @AppleSupport what’s going on with autocorrect and the keyboards!! What’s with the boxes? https://t.co/1i63zVWFyW,@724288 We'll be happy to look into this with you. Is this happening in all apps? What iOS version is currently installed?,keyboard_text_input,0.49747095,keyboard_text_input,
2759054,@AppleSupport how can i take an activation lock off an iPad?,"@772043 This article will help with turning off Activation Lock: https://t.co/Q47ZtUGUnw

DM us if you have more questions. https://t.co/GDrqU22YpT",apple_id_account,0.54072416,apple_id_account,
2043484,@AppleSupport I want all MY music back on my phone. Why do I constantly have to download it from the cloud.,@604302 Let's look into this together. Are you an Apple Music member? Send us a DM and also let us know the country you're in. https://t.co/GDrqU22YpT,apple_app_service,0.48924795,apple_app_service,
1681571,"The latest IOS update is a disaster, can you do something about it ? @115858",@511237 We'd like to know more about the issues you're experiencing. Reach out via DM and we'll take a look. https://t.co/GDrqU22YpT,software_update,0.5941777,software_update,
1807634,WTF @115858 I SHUT OFF MY PHONE AND ALL MY PHOTOS ARE LOST,@543053 We're happy to look into this. Do you use iCloud Photo Library? Are you currently connected to Wi-Fi? Join us in DM for help. https://t.co/GDrqU22YpT,photos_media,0.53501093,photos_media,
1269557,@AppleSupport any reason why iTunes have taken 27 pound out of my account.. when I pay for Apple Music monthly not happy.,@417253 Our iTunes Store team can help check this out with you. You can reach them here to get started:  https://t.co/SDIe7UiyJN,apple_app_service,0.51271844,apple_app_service,
238925,"Hello @AppleSupport I have an issue unlocking my Apple ID , can't remember two of my security questions and the email method is not working",@172817 Hello. For issues with unlocking your Apple ID reach out to our Account Security team here:  https://t.co/UJm15vmMM2,apple_id_account,0.5588206,apple_id_account,
550850,@AppleSupport Of course. I am using an iPhone SE running iOS 11.2 and I am sending SMS text messages.,"@248335 Just to be sure we are on the same page, anytime you try to send an SMS text to yourself, you receive the message? And the same when anyone tries to text you, correct?",messaging,0.60417974,messaging,
1454559,@AppleSupport Just my phone with the AirPods and sometimes wired Apple pods. And other Bluetooth apparatus.,"@127273 Got it. Let's have you back up your data, then update to the latest version of iOS, 11.0.3. Let us know if that helps",apple_app_service,0.5325,apple_app_service,
613056,@AppleSupport i believe someone has got into my account and changed all my passwords and set off activation lock on my ipad,@265770 We'd like to help. Let's start by following the steps in this article to make sure your account is secured: https://t.co/ufbG3Gx5bq DM us if you run into any issues with this. https://t.co/GDrqU22YpT,apple_id_account,0.54141665,apple_id_account,
1327357,So I had to reset my phone because my camera wasn’t working and now I’ve lost loads of my photos that were on my phone 😭 @AppleSupport,"@429692 We know how special your photos are, and we'll gladly assist. 

To start, please take a look at this article for suggestions to help recover your photos: https://t.co/6F4UE9hI51",photos_media,0.5997763,photos_media,
712509,"Dear @AppleSupport, for the 2nd time in 10 Days all my photos have disappeared except for 12 from 3 years ago.",@290396 Let's look into this together. Could you tell us which iPhone and iOS version you're using?,photos_media,0.57875884,photos_media,
2279938,@AppleSupport What others are typing,@662823 Thanks! If it's not happening on your device when you type something &amp; is only showing up when reading something then that means that the other user is having the issue &amp; not you. Rest assured that your device is working as expected.,keyboard_text_input,0.43558073,keyboard_text_input,
2288331,so over 7k photos/videos have disappeared from my phone and i think it happened after i updated to the new iOS.. help @AppleSupport ??,@664815 Let's get you connected with our apps experts. Reach out to them here: https://t.co/IBIY3vMgPj and they'll get you taken care of. https://t.co/GDrqU22YpT,photos_media,0.5788059,photos_media,
1065247,"@AppleSupport AOL Email, Facebook, Twitter, MyFitnessPal, sky news, bbc news, snapchat, Instagram, WhatsApp, Timehop, Wales online, capital one, imdb",@202820 DM us and we can look into this together. https://t.co/GDrqU22YpT,apple_app_service,0.4894101,apple_app_service,
2349323,"@AppleSupport On vacation, so I don’t know. A coffee shop down the road gave me issues, but public WiFi is always a toss up.",@143178 Are you able to test your device on a known good connection?,connectivity,0.43890128,connectivity,
2303161,"Great God I hate iOS11. My touchscreen keys stick, my phone apps take forever uploading, and autocorrect is crazier than ever. I spend more time correcting autocorrect than do I actually typing. @AppleSupport https://t.co/pi5JD0vLEd",@668309 We're glad to assist in any way we can. Have you already updated to iOS 11.1.1?,keyboard_text_input,0.43188265,keyboard_text_input,
2689408,"@115858 @AppleSupport so yeah um, somehow all my photos and videos just disappeared from my phone????",@291821 We'd like to help! Can you tell us the version of iOS that is running on your device? Settings &gt; General &gt; About &gt; Version.,photos_media,0.57158196,photos_media,
697033,@AppleSupport hi I need help. I've been charged for an app purchase even though I cancelled the subscription to do a different package help!,"@286322 Thanks for reaching out! For this issue, reach out to our awesome iTunes Advisors by phone or chat here: https://t.co/SDIe7UiyJN",purchase_payment_order,0.5800733,purchase_payment_order,
2500871,"@AppleSupport iphone 7+, 11.1.1 and apple music.","@518480 Let's gather a bit more information: How are you listening to the music? Through a Bluetooth connection, or on the iPhone? Also, what app is the notification from that this is occurring with?",apple_app_service,0.5739945,apple_app_service,
2978309,"@115858 
So, carelessly launching ios version without appropriately trialling it, crashing peoples' IPhones, and then solving the problem by restoring and updating their IPhones, but without any data!
Is that what you are calling professionalism and customer care?","@821401 Hello there. If you're having a current issue with restoring from your iOS backup, we'd like to know more. Reach out to us via DM with the iPhone model to begin. We’ll do everything we can to help. https://t.co/GDrqU22YpT",software_update,0.5900407,software_update,
2143297,"So all my photos from this year are gone from my “Camera Roll” album, randomly. but when i go to “Photos” they’re there..... what the fuck @115858",@630143 Let's take a look at this together. Reach out to us in DM &amp; let us know what device and iOS version you have.,photos_media,0.55069804,photos_media,
