customer_tweet_id,gold_intent,top_similarity,retrieved_intents,first_same_intent_rank
2118343,device_performance,0.9184635281562805,device_performance|device_performance|device_performance|device_performance|device_performance,1.0
2141648,purchase_payment_order,0.7382551431655884,purchase_payment_order|purchase_payment_order|purchase_payment_order|purchase_payment_order|purchase_payment_order,1.0
1351974,device_performance,0.7830324172973633,device_performance|device_performance|device_performance|device_performance|device_performance,1.0
2278803,apple_id_account,0.9139330387115479,apple_id_account|apple_id_account|apple_id_account|apple_id_account|apple_id_account,1.0
1963818,apple_app_service,0.7824510335922241,apple_app_service|apple_app_service|purchase_payment_order|apple_app_service|apple_app_service,1.0
2269980,apple_id_account,0.8050522208213806,apple_id_account|apple_id_account|apple_id_account|apple_id_account|apple_id_account,1.0
1713679,keyboard_text_input,0.7980227470397949,keyboard_text_input|software_update|keyboard_text_input|keyboard_text_input|keyboard_text_input,1.0
428358,battery_charging,0.8712646961212158,battery_charging|battery_charging|battery_charging|battery_charging|battery_charging,1.0
1589385,software_update,0.8776262402534485,software_update|software_update|software_update|software_update|software_update,1.0
1330900,device_performance,0.7160454988479614,device_performance|device_performance|device_performance|device_performance|device_performance,1.0
1443219,messaging,0.7575455904006958,messaging|messaging|messaging|messaging|messaging,1.0
1718251,battery_charging,0.866483211517334,battery_charging|battery_charging|battery_charging|battery_charging|battery_charging,1.0
1640178,messaging,0.7998350858688354,messaging|messaging|messaging|messaging|messaging,1.0
942247,purchase_payment_order,0.8068471550941467,purchase_payment_order|purchase_payment_order|purchase_payment_order|purchase_payment_order|purchase_payment_order,1.0
994497,battery_charging,0.7987216711044312,battery_charging|battery_charging|battery_charging|battery_charging|battery_charging,1.0
1690618,keyboard_text_input,0.8452541828155518,keyboard_text_input|keyboard_text_input|keyboard_text_input|keyboard_text_input|keyboard_text_input,1.0
1136046,keyboard_text_input,0.823312520980835,keyboard_text_input|keyboard_text_input|keyboard_text_input|keyboard_text_input|keyboard_text_input,1.0
701638,apple_id_account,0.821226179599762,apple_id_account|apple_id_account|apple_id_account|apple_id_account|apple_id_account,1.0
892820,messaging,0.8706204891204834,messaging|messaging|messaging|messaging|messaging,1.0
1556358,keyboard_text_input,0.7369260787963867,keyboard_text_input|keyboard_text_input|keyboard_text_input|keyboard_text_input|keyboard_text_input,1.0
2000170,keyboard_text_input,0.8862535953521729,keyboard_text_input|keyboard_text_input|keyboard_text_input|keyboard_text_input|keyboard_text_input,1.0
2525513,apple_app_service,0.8137513995170593,purchase_payment_order|apple_app_service|purchase_payment_order|apple_app_service|purchase_payment_order,2.0
2271646,connectivity,0.8563089370727539,connectivity|connectivity|software_update|software_update|connectivity,1.0
1995698,battery_charging,0.7991273403167725,battery_charging|battery_charging|battery_charging|battery_charging|battery_charging,1.0
720719,software_update,0.8031355738639832,software_update|software_update|software_update|software_update|software_update,1.0
2616655,software_update,0.7071926593780518,software_update|software_update|software_update|software_update|software_update,1.0
1083352,device_performance,0.949394702911377,device_performance|device_performance|device_performance|device_performance|device_performance,1.0
2572061,purchase_payment_order,0.7450565099716187,purchase_payment_order|purchase_payment_order|purchase_payment_order|purchase_payment_order|purchase_payment_order,1.0
689345,apple_id_account,0.8235927224159241,apple_id_account|apple_id_account|apple_id_account|apple_id_account|apple_id_account,1.0
2435352,software_update,0.8769313097000122,software_update|software_update|software_update|software_update|software_update,1.0
288472,connectivity,0.8310566544532776,connectivity|connectivity|connectivity|connectivity|connectivity,1.0
1296303,apple_id_account,0.9179158210754395,apple_id_account|apple_id_account|apple_id_account|apple_id_account|apple_id_account,1.0
1969756,photos_media,0.8442350029945374,photos_media|photos_media|photos_media|photos_media|photos_media,1.0
2549079,keyboard_text_input,0.8122027516365051,keyboard_text_input|keyboard_text_input|keyboard_text_input|keyboard_text_input|keyboard_text_input,1.0
2759054,apple_id_account,0.7939589023590088,apple_id_account|apple_id_account|apple_id_account|apple_id_account|apple_id_account,1.0
2043484,apple_app_service,0.7499597072601318,apple_app_service|apple_app_service|apple_app_service|apple_app_service|apple_app_service,1.0
1681571,software_update,0.8772751688957214,software_update|software_update|software_update|software_update|software_update,1.0
1807634,photos_media,0.8819981217384338,photos_media|photos_media|photos_media|photos_media|photos_media,1.0
1269557,purchase_payment_order,0.8336718082427979,purchase_payment_order|purchase_payment_order|apple_app_service|apple_app_service|purchase_payment_order,1.0
238925,apple_id_account,0.8111447095870972,apple_id_account|apple_id_account|apple_id_account|apple_id_account|apple_id_account,1.0
550850,messaging,0.7520849704742432,messaging|messaging|messaging|messaging|messaging,1.0
1454559,connectivity,0.7750074863433838,software_update|software_update|apple_app_service|purchase_payment_order|apple_app_service,
613056,apple_id_account,0.8212087154388428,apple_id_account|apple_id_account|apple_id_account|apple_id_account|apple_id_account,1.0
1327357,photos_media,0.8308846950531006,photos_media|photos_media|photos_media|photos_media|photos_media,1.0
712509,photos_media,0.8395301103591919,photos_media|photos_media|photos_media|photos_media|photos_media,1.0
2279938,keyboard_text_input,0.9033127427101135,keyboard_text_input|keyboard_text_input|keyboard_text_input|keyboard_text_input|keyboard_text_input,1.0
2288331,photos_media,0.7875090837478638,photos_media|photos_media|photos_media|photos_media|photos_media,1.0
1065247,apple_app_service,0.7091145515441895,messaging|messaging|messaging|apple_app_service|apple_app_service,4.0
2349323,connectivity,0.712909460067749,connectivity|connectivity|connectivity|connectivity|connectivity,1.0
2303161,keyboard_text_input,0.8305346965789795,keyboard_text_input|software_update|software_update|software_update|keyboard_text_input,1.0
2689408,photos_media,0.8907996416091919,photos_media|photos_media|photos_media|photos_media|photos_media,1.0
697033,purchase_payment_order,0.8125479221343994,purchase_payment_order|purchase_payment_order|purchase_payment_order|purchase_payment_order|purchase_payment_order,1.0
2500871,apple_app_service,0.8959273099899292,apple_app_service|apple_app_service|apple_app_service|apple_app_service|software_update,1.0
2978309,device_performance,0.758105456829071,software_update|battery_charging|software_update|software_update|software_update,
2143297,photos_media,0.812757134437561,photos_media|photos_media|photos_media|photos_media|photos_media,1.0
609779,connectivity,0.7356146574020386,connectivity|connectivity|software_update|software_update|software_update,1.0
566765,messaging,0.7515431642532349,messaging|messaging|messaging|messaging|messaging,1.0
1429723,connectivity,0.7141224145889282,software_update|software_update|software_update|connectivity|software_update,4.0
325518,battery_charging,0.7830632328987122,battery_charging|battery_charging|battery_charging|battery_charging|battery_charging,1.0
1920965,purchase_payment_order,0.771741509437561,purchase_payment_order|purchase_payment_order|purchase_payment_order|purchase_payment_order|purchase_payment_order,1.0
2795500,apple_id_account,0.7169685959815979,apple_id_account|apple_id_account|apple_id_account|apple_id_account|apple_id_account,1.0
2680196,battery_charging,0.7844759225845337,battery_charging|battery_charging|battery_charging|battery_charging|battery_charging,1.0
1709932,keyboard_text_input,0.6859421133995056,keyboard_text_input|keyboard_text_input|keyboard_text_input|software_update|keyboard_text_input,1.0
463920,photos_media,0.7014331817626953,photos_media|photos_media|photos_media|photos_media|photos_media,1.0
1671955,photos_media,0.8137714266777039,photos_media|photos_media|photos_media|photos_media|photos_media,1.0
2253560,apple_id_account,0.8231133818626404,apple_id_account|apple_id_account|apple_id_account|apple_id_account|apple_id_account,1.0
661539,apple_id_account,0.8779823780059814,apple_id_account|apple_id_account|apple_id_account|apple_id_account|apple_id_account,1.0
110956,software_update,0.8267738819122314,software_update|software_update|software_update|software_update|software_update,1.0
162739,photos_media,0.8620643019676208,photos_media|photos_media|photos_media|photos_media|photos_media,1.0
1698570,device_performance,0.7543004751205444,software_update|device_performance|device_performance|device_performance|photos_media,2.0
59606,apple_id_account,0.8876919746398926,apple_id_account|apple_id_account|apple_id_account|apple_id_account|apple_id_account,1.0
1973399,purchase_payment_order,0.8558670282363892,purchase_payment_order|purchase_payment_order|purchase_payment_order|software_update|purchase_payment_order,1.0
2210660,battery_charging,0.8144055008888245,battery_charging|battery_charging|battery_charging|battery_charging|battery_charging,1.0
1634540,device_performance,0.9061551690101624,device_performance|device_performance|device_performance|device_performance|device_performance,1.0
2508227,photos_media,0.8699098825454712,photos_media|photos_media|photos_media|photos_media|photos_media,1.0
2069444,battery_charging,0.8571972846984863,battery_charging|battery_charging|battery_charging|battery_charging|battery_charging,1.0
2754745,messaging,0.79896080493927,messaging|messaging|messaging|messaging|messaging,1.0
596944,apple_app_service,0.8935646414756775,software_update|software_update|apple_app_service|messaging|apple_app_service,3.0
2779339,keyboard_text_input,0.614978015422821,keyboard_text_input|keyboard_text_input|software_update|keyboard_text_input|keyboard_text_input,1.0
2834432,battery_charging,0.8272067904472351,battery_charging|battery_charging|battery_charging|battery_charging|battery_charging,1.0
1771497,messaging,0.8714967966079712,messaging|messaging|messaging|messaging|messaging,1.0
1889342,device_performance,0.7690281867980957,software_update|software_update|software_update|software_update|software_update,
848071,purchase_payment_order,0.8250031471252441,software_update|software_update|purchase_payment_order|purchase_payment_order|purchase_payment_order,3.0
159534,software_update,0.8350045680999756,software_update|software_update|software_update|software_update|software_update,1.0
1468462,battery_charging,0.7894678115844727,battery_charging|battery_charging|battery_charging|battery_charging|battery_charging,1.0
1808447,device_performance,0.8458399772644043,device_performance|device_performance|device_performance|device_performance|device_performance,1.0
2751473,apple_id_account,0.878351092338562,apple_id_account|apple_id_account|apple_id_account|apple_id_account|apple_id_account,1.0
1013796,apple_app_service,0.767497181892395,apple_app_service|messaging|messaging|messaging|messaging,1.0
2170684,keyboard_text_input,0.8222610950469971,keyboard_text_input|keyboard_text_input|keyboard_text_input|keyboard_text_input|keyboard_text_input,1.0
2728124,device_performance,0.8432658910751343,device_performance|device_performance|device_performance|device_performance|device_performance,1.0
2787813,device_performance,0.8049055337905884,device_performance|device_performance|device_performance|device_performance|device_performance,1.0
2303483,purchase_payment_order,0.7280483245849609,purchase_payment_order|purchase_payment_order|purchase_payment_order|purchase_payment_order|purchase_payment_order,1.0
1880994,device_performance,0.8352694511413574,software_update|software_update|software_update|software_update|software_update,
354581,device_performance,0.8791122436523438,device_performance|device_performance|device_performance|device_performance|device_performance,1.0
2615287,apple_app_service,0.8580905199050903,apple_app_service|apple_app_service|software_update|apple_app_service|apple_app_service,1.0
2454116,apple_app_service,0.8971631526947021,apple_app_service|apple_app_service|apple_app_service|apple_app_service|apple_app_service,1.0
345303,battery_charging,0.8490054607391357,battery_charging|battery_charging|battery_charging|battery_charging|battery_charging,1.0
2016881,purchase_payment_order,0.7919641137123108,purchase_payment_order|purchase_payment_order|purchase_payment_order|purchase_payment_order|purchase_payment_order,1.0
1942967,messaging,0.932223916053772,messaging|messaging|messaging|messaging|messaging,1.0
2343624,apple_app_service,0.8068930506706238,apple_app_service|apple_app_service|apple_app_service|apple_app_service|apple_app_service,1.0
1009017,connectivity,0.8241016268730164,connectivity|connectivity|connectivity|connectivity|connectivity,1.0
152973,purchase_payment_order,0.7207914590835571,purchase_payment_order|purchase_payment_order|purchase_payment_order|purchase_payment_order|purchase_payment_order,1.0
570917,messaging,0.8911304473876953,messaging|messaging|messaging|messaging|messaging,1.0
1903498,purchase_payment_order,0.7346528768539429,purchase_payment_order|purchase_payment_order|purchase_payment_order|purchase_payment_order|purchase_payment_order,1.0
2210690,device_performance,0.8824693560600281,software_update|software_update|software_update|software_update|software_update,
2047301,connectivity,0.6762980222702026,connectivity|connectivity|connectivity|connectivity|connectivity,1.0
1903548,battery_charging,0.8966181874275208,battery_charging|battery_charging|battery_charging|battery_charging|battery_charging,1.0
2277679,keyboard_text_input,0.8019369840621948,keyboard_text_input|keyboard_text_input|keyboard_text_input|keyboard_text_input|keyboard_text_input,1.0
1211056,battery_charging,0.7999476194381714,battery_charging|battery_charging|battery_charging|battery_charging|battery_charging,1.0
852578,apple_app_service,0.7846662998199463,software_update|software_update|software_update|software_update|software_update,
2112032,battery_charging,0.8526996970176697,battery_charging|battery_charging|battery_charging|battery_charging|battery_charging,1.0
2056999,battery_charging,0.9044647216796875,battery_charging|battery_charging|battery_charging|battery_charging|battery_charging,1.0
2590402,device_performance,0.7866204380989075,keyboard_text_input|device_performance|device_performance|keyboard_text_input|keyboard_text_input,2.0
2355870,apple_id_account,0.7864421010017395,apple_id_account|apple_id_account|apple_id_account|apple_id_account|software_update,1.0
1201136,battery_charging,0.8667252063751221,battery_charging|battery_charging|battery_charging|battery_charging|battery_charging,1.0
1558114,purchase_payment_order,0.8267941474914551,purchase_payment_order|purchase_payment_order|purchase_payment_order|purchase_payment_order|software_update,1.0
325879,software_update,0.8838785886764526,software_update|software_update|software_update|software_update|software_update,1.0
372897,messaging,0.8702688813209534,messaging|messaging|messaging|messaging|messaging,1.0
2567097,apple_id_account,0.8561645746231079,apple_id_account|software_update|apple_id_account|apple_id_account|apple_id_account,1.0
1906350,photos_media,0.8499563932418823,photos_media|photos_media|photos_media|photos_media|photos_media,1.0
2503729,device_performance,0.772061824798584,software_update|software_update|software_update|software_update|software_update,
2054806,apple_app_service,0.7981581687927246,apple_app_service|apple_app_service|purchase_payment_order|purchase_payment_order|apple_app_service,1.0
1273666,battery_charging,0.8890345096588135,battery_charging|battery_charging|battery_charging|battery_charging|battery_charging,1.0
387220,photos_media,0.8707799911499023,photos_media|photos_media|photos_media|photos_media|photos_media,1.0
1165726,messaging,0.8815137147903442,messaging|messaging|messaging|messaging|messaging,1.0
2986331,photos_media,0.8757773041725159,photos_media|photos_media|photos_media|photos_media|photos_media,1.0
1591095,keyboard_text_input,0.8053611516952515,keyboard_text_input|keyboard_text_input|keyboard_text_input|keyboard_text_input|keyboard_text_input,1.0
1173956,device_performance,0.8521831035614014,device_performance|device_performance|device_performance|device_performance|software_update,1.0
1990236,keyboard_text_input,0.8929986953735352,keyboard_text_input|keyboard_text_input|keyboard_text_input|keyboard_text_input|keyboard_text_input,1.0
1049025,device_performance,0.8652077913284302,device_performance|device_performance|device_performance|device_performance|device_performance,1.0
2187673,connectivity,0.7309917211532593,software_update|connectivity|software_update|software_update|software_update,2.0
2401813,messaging,0.8101717233657837,messaging|messaging|messaging|messaging|messaging,1.0
654403,software_update,0.8094916343688965,software_update|device_performance|software_update|software_update|software_update,1.0
1712471,apple_id_account,0.8094004392623901,apple_id_account|apple_id_account|apple_id_account|apple_id_account|apple_id_account,1.0
2581962,software_update,0.8573529124259949,software_update|software_update|software_update|software_update|software_update,1.0
644211,connectivity,0.6212760210037231,software_update|apple_app_service|connectivity|purchase_payment_order|software_update,3.0
1640811,keyboard_text_input,0.858489453792572,keyboard_text_input|keyboard_text_input|keyboard_text_input|keyboard_text_input|keyboard_text_input,1.0
711667,device_performance,0.9456743001937866,device_performance|device_performance|device_performance|device_performance|device_performance,1.0
2683660,purchase_payment_order,0.8007363080978394,purchase_payment_order|purchase_payment_order|purchase_payment_order|purchase_payment_order|purchase_payment_order,1.0
2002979,keyboard_text_input,0.742689311504364,keyboard_text_input|keyboard_text_input|keyboard_text_input|keyboard_text_input|keyboard_text_input,1.0
