customer_tweet_id,support_tweet_id,customer_author_id,customer_text,support_text,customer_created_at,support_created_at,remove_reason,cluster
2427367,2427366,696978,hey @115858 your podcast app is hot garbage since ios 11 came out,"@696978 We want to help with any issues you're experiencing with Podcasts since updating. In DM, please let us know the exact version of iOS 11 you're using. https://t.co/GDrqU22YpT",Tue Nov 14 19:19:51 +0000 2017,Tue Nov 14 19:50:29 +0000 2017,,10
366143,2069970,612154,@AppleSupport New update has drastically slowed my Air and the new iPhone 8 plus crashes and freezes more than my 6 plus. You all working on that or what?,@612154 Let's look into this for you. Are you running the latest version of iOS? Send us a DM and we can get started. https://t.co/GDrqU22YpT,Sun Oct 08 19:19:15 +0000 2017,Sun Oct 08 20:47:26 +0000 2017,,1
1025583,1025586,362683,@AppleSupport inexplicable lag between iOS incoming messages and showing up in iMessage on Mac...sometimes normal...often 20 or 30 minutes...High Sierra,@362683 We'll want to help find a solution. DM us what troubleshooting steps you've tried and we'll continue. https://t.co/GDrqU22YpT,Thu Oct 12 17:05:16 +0000 2017,Thu Oct 12 17:41:27 +0000 2017,,9
1420637,1420636,450267,.@115888 is being stupid and glitchy after the last @115858 update 👎,"@450267 Let us know via DM what is occurring, then we can help from there. https://t.co/GDrqU22YpT",Mon Oct 16 17:44:37 +0000 2017,Mon Oct 16 17:51:38 +0000 2017,,11
619423,619422,266991,@AppleSupport Apple Maps Issue. It wants me to do an unnecessary left turn and then a U turn when in the end I could have just made a right turn https://t.co/1KoyKBPhrm,@266991 We'd like to help with your Maps. Send us a DM with the device you are using Maps on and we can assist further. https://t.co/GDrqU22YpT,Wed Nov 22 14:40:46 +0000 2017,Wed Nov 22 14:50:00 +0000 2017,,5
2118380,2118379,624311,"@AppleSupport getting “unable to verify update” on several devices when connected to many networks. Deleted, retried dl... same issue.","@624311 We'd like to help. Since it has been a few hours, could you confirm for us that you're still experiencing this issue?",Wed Nov 08 05:44:41 +0000 2017,Wed Nov 08 14:47:00 +0000 2017,,9
2050959,2050958,606519,@115858 great update. The new features where my phone freezes and apps crash is 👍🏽. Btw my phone froze 8 times and restarted tweeting this.🙃,@606519 We'd like to hear more about this. Does the issue occur when you're using certain apps? Let us know in DM. https://t.co/GDrqU22YpT,Thu Oct 05 19:02:04 +0000 2017,Thu Oct 05 20:02:05 +0000 2017,,2
1631172,1631170,499216,@AppleSupport having a lot less battery life on my iPhone after the last update. Can you help me?,"@499216 We'd be glad to! Just to confirm, are you using iOS 11.1 on your device now?",Sun Nov 05 16:38:14 +0000 2017,Sun Nov 05 19:57:00 +0000 2017,,6
1649052,1649051,503740,what’s with the glitch @AppleSupport?! it’s getting annoying now 😡,@503740 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Sun Nov 05 20:00:05 +0000 2017,Sun Nov 05 22:54:00 +0000 2017,,5
2849217,2849216,792320,I love being in the middle of a workout and my @115858 watch is only registering 60bpm hellllooo?!? @AppleSupport,"@792320 We'd love to lend a hand. Which watchOS version is currently installed on your watch? Have you tried restarting it, or readjusting it on your wrist so it's closer to your skin? Let us know in DM. https://t.co/GDrqU22YpT",Mon Nov 27 18:36:50 +0000 2017,Mon Nov 27 18:52:09 +0000 2017,,11
1928414,1928412,573889,@AppleSupport Software keyboard. It’s happening to my colleague also..,@573889 Which apps and iOS version are you using when this happens?,Tue Oct 31 17:37:00 +0000 2017,Tue Oct 31 17:43:00 +0000 2017,,3
489604,489603,231605,@AppleSupport When will ios11.2 be released and will it fix the battery issues? My battery is nuts since the update. My 6s depletes suddenly by 80% at random times and is now wholly unreliable.,@231605 We can help with battery life.  Could you DM us and let us know what country you're located in? https://t.co/GDrqU22YpT,Fri Dec 01 15:49:23 +0000 2017,Fri Dec 01 16:36:34 +0000 2017,,6
1485870,1485869,465055,please fix this @115858 https://t.co/vpY0C8Im5s,@465055 Let's work on this together in DM. Meet us there using this link: https://t.co/GDrqU22YpT,Fri Nov 03 02:53:41 +0000 2017,Fri Nov 03 04:03:00 +0000 2017,,11
2779281,2779280,776307,L’identification à deux facteurs c’est cool mais tu fais quoi quand le code n’arrive jamais ? @AppleSupport,@776307 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,Tue Nov 21 16:24:03 +0000 2017,Tue Nov 21 16:26:42 +0000 2017,,4
905384,905383,334938,Ever since the last @115858 IOS update some my apps slam shut when I try to use them. Very frustrating. #fixthebugs,@334938 We are here to help. Is this certain apps or at random?,Fri Oct 13 19:10:09 +0000 2017,Fri Oct 13 19:25:00 +0000 2017,,10
1976912,1976911,585414,@AppleSupport - phone will it wipe everything on it? the last back up my mac i don’t want on this phone so i can’t restore from back up!,@585414 Let's look into that together. Is this the first time connecting your iPhone to your Mac computer? DM us back to continue. https://t.co/GDrqU22YpT,Wed Nov 01 18:33:47 +0000 2017,Wed Nov 01 19:06:01 +0000 2017,,4
155955,155953,151802,I gave 4500 turkish liras and my phone is not at all I am not satisfied.İt is frozen @AppleSupport,@151802 This is not the experience we want you to have. We're here to assist. Please take a look at the following article with steps to try when your phone is frozen: https://t.co/8MvHMFZ83h,Fri Nov 24 17:08:32 +0000 2017,Fri Nov 24 17:24:08 +0000 2017,,4
887169,887170,330647,"@AppleSupport 11.0.3, im pretty sure the update is making my battery burn fast","@330647 Thanks. Next, please DM us so that we can troubleshoot together. https://t.co/GDrqU22YpT",Sat Oct 21 00:50:22 +0000 2017,Sat Oct 21 02:53:01 +0000 2017,,6
1930783,1930782,574548,Finder crashes all the time after i updated my mac to Mac Os High Sierra. @AppleSupport https://t.co/sg5fbNAIvM,"@574548 Let's see what could be causing this. Have you tried restarting your Mac since updating your OS? Let us know in DM, please. https://t.co/GDrqU22YpT",Sat Oct 28 09:42:11 +0000 2017,Sat Oct 28 14:10:57 +0000 2017,,9
1796206,1796205,539717,My phone constantly shuts off ever since I got that update! @115858 I'm not buying that new phone!!!,@539717 We'd be more than happy to look into this with you. Let us know which iPhone and version of iOS you're using via DM. https://t.co/GDrqU22YpT,Thu Oct 12 14:42:25 +0000 2017,Thu Oct 12 15:43:40 +0000 2017,,2
1649557,1649556,503868,@115858 The latest update (ios 11.1) is the worst I have ever seen. Had to restore my Iphone 7+ twice and the battery is draining fast !,@503868 We'd like to help. Did you restore a backup to your device both times? Let us know in DM. https://t.co/GDrqU22YpT,Sun Nov 05 20:11:08 +0000 2017,Sun Nov 05 23:08:31 +0000 2017,,6
1704702,1704701,516712,Hi im using iphone 5 with ios 10.3.3. My iphone keeps restarting by itself!! And my battery drained too fast. Please help. @AppleSupport,@516712 Thanks for reaching out to us. We've got your DM and have responded there.,Mon Nov 06 20:50:25 +0000 2017,Mon Nov 06 22:18:55 +0000 2017,,6
2702199,2702197,759014,"@AppleSupport How do, I received a notification to re authorise my apple order, but each time I try my card it declines to authorise, phoned bank and they say its not a problem on their end, any ideas?","@759014 We completely understand wanting to make sure your order goes through properly. Please contact our Online Sales Support Team here:
 https://t.co/8yjRd1Xo0i
They will be able to assist you further with any questions you have about the order.",Sun Nov 19 21:05:08 +0000 2017,Sun Nov 19 21:13:49 +0000 2017,,0
495172,495171,233081,"First of all, why tf my phone dying quick asf when I’m either on Snapchat or listening to music??? @115858","@233081 If you're running into issues with the battery on your iPhone, we'd like to help out. Please meet us in DM with the following information:

- Current iOS software version:
- More details of the issue you're experiencing: (Is it app specific, is there errors, etc..?) https://t.co/GDrqU22YpT",Fri Dec 01 17:07:59 +0000 2017,Fri Dec 01 17:49:30 +0000 2017,,2
1526964,1526963,474158,"@115858 bro.. why tf everytime i put “i” ,i get this bullshit 👉🏾 I️",@474158 That's certainly not how we want your device responding. Please send us a DM and we'll continue there. https://t.co/GDrqU22YpT,Fri Nov 03 17:55:13 +0000 2017,Fri Nov 03 22:11:00 +0000 2017,,8
2238156,2238158,652646,@AppleSupport iPhone 8 Verizon iOS 11.1.1,"@652646 Thanks! A few more questions to help us isolate: 
A) Do other scenes activate properly when using Siri? 
B) How are you invoking Siri (pressing the Home button or 'Hey Siri')?
C) Has this command worked with this iPhone before?",Fri Nov 10 18:36:40 +0000 2017,Fri Nov 10 21:09:30 +0000 2017,,10
1961198,1961197,581639,Amazing how my location services seem to be running on my iPhone when it's not set to. 👀@115858,@581639 We'd like to better understand what's happening to see how we can help. Please DM us more details here: https://t.co/GDrqU22YpT,Mon Oct 30 22:51:38 +0000 2017,Mon Oct 30 22:55:33 +0000 2017,,2
112809,112808,141071,"@AppleSupport About 2 weeks, I have IOS 11.1.2","@141071 Thanks for that info. Let's try a few things in this article to see if it helps. Try steps 4 through 6:
https://t.co/UTP2qBi1Is",Thu Nov 23 18:23:48 +0000 2017,Thu Nov 23 18:58:29 +0000 2017,,10
382497,382495,206678,Apple got to get the glitch together boo.. @AppleSupport,@206678 We can definitely look into any issues you're experiencing. Can you tell us what's happening specifically?,Mon Nov 06 21:12:52 +0000 2017,Mon Nov 06 22:38:00 +0000 2017,,5
2676071,2676069,753225,Dear @115858 I am #iphone4life but why does this update keep telling me I'm not connected to internet and keeps telling me I need to update,@753225 You've come to the right place. Which iOS version are we working with? That's in Settings &gt; General &gt; About.,Tue Oct 31 10:26:58 +0000 2017,Tue Oct 31 13:35:36 +0000 2017,,2
2191170,2191176,641398,@AppleSupport @587876 Same @AppleSupport. Just a constant spinnner. Really need this to be fixed ASAP.,@641398 We'd love to get more details so we can look into this. Which country/region are you located in? Which device are you using?,Thu Oct 19 15:06:59 +0000 2017,Thu Oct 19 15:43:42 +0000 2017,,5
2179535,2179533,542696,"@AppleSupport Apple Music has been constantly crashing since the last update. I can’t even use it, how long before a fix? Do I get a free month for paying for something I can’t even use at the moment?","@542696 We want you to be able to enjoy Apple Music, and we'd like to get more information so we can help get it back up and running. 

Are you seeing an error message when this issue happens at all? Let us know in DM: https://t.co/GDrqU22YpT",Sun Nov 26 06:39:41 +0000 2017,Sun Nov 26 13:59:25 +0000 2017,,7
2894724,2894725,124483,"@AppleSupport I already have a case number 100344984209 opened previously for this, an auto call came and when I opted a reschedule option it did not allow me to do so... It's literally taking toll on my conversations.",@124483 Thank you. We certainly understand. We want to do all we can to help. Send us a DM and we'll look into this further with you. https://t.co/GDrqU22YpT,Tue Nov 28 16:24:18 +0000 2017,Tue Nov 28 16:28:27 +0000 2017,,0
324546,324548,193313,@AppleSupport Yes. I turned off a lot of settings as well but it’s not working.,"@193313 We completely understand. To maximize your battery, please go to https://t.co/TpjqFp3jxD then update the results to us via DM",Sat Oct 07 15:33:57 +0000 2017,Sat Oct 07 18:06:33 +0000 2017,,5
37656,37654,124176,Why can we not type the letter “i” without it turning into a question mark? 🙃 @AppleSupport https://t.co/SKl6L9NhZS,@124176 Let's work together to sort this out. Which iOS version is this happening with?,Wed Nov 01 14:10:37 +0000 2017,Wed Nov 01 14:21:34 +0000 2017,,3
1914158,1914157,147761,Since the new iOs my thumbprint will no longer open my phone and @AppleSupport doesn’t provide support or answer tweets.,@147761 We want to help you take a look at what is going on. DM us what device and version of iOS you are using. https://t.co/GDrqU2kzhr,Wed Oct 25 20:48:03 +0000 2017,Wed Oct 25 21:07:25 +0000 2017,,4
285196,285194,183947,help my iphone doesn't pick up my earphones when i plug them in it continues to play the music out loud @AppleSupport,@183947 We're happy to help. What model of iPhone do you have?,Fri Oct 06 07:51:23 +0000 2017,Fri Oct 06 14:07:38 +0000 2017,,7
2062510,2062509,174192,"@AppleSupport hi there, i already updated to ios11.0.2 and the photos didn’t come back",@174192 Thanks for the update. Please DM us about this and we'll continue working on this photo issue with you there. https://t.co/GDrqU22YpT,Fri Oct 06 09:08:27 +0000 2017,Fri Oct 06 14:31:00 +0000 2017,,10
2000343,2000342,591473,"Dear @AppleSupport What in the FUCK is up with my 6plus freezing, shutting down, bat drain and lagging? You used to be such a great company.",@591473 We want to look into this further. We understand you need to rely on your iPhone. Please DM us the iOS version that's installed. https://t.co/GDrqU22YpT,Thu Nov 02 22:20:14 +0000 2017,Thu Nov 02 23:54:28 +0000 2017,,1
2564101,2564099,727563,"quarta vez que esse celular congela a tela, apple podia me dar um iPhone X pela decepção porra @AppleSupport  fon","@727563 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",Thu Nov 16 17:42:21 +0000 2017,Thu Nov 16 18:40:55 +0000 2017,,4
1449228,1449229,456289,"Honestly, @AppleSupport , after installing iOS 11 &amp; 11.1 my @123765 app no longer works? Timeline won’t refresh &amp; can only update on web",@456289 Let's get you to the right spot. Have you tried removing and reinstalling Twitter?  https://t.co/bNH7gNvF9e https://t.co/GDrqU22YpT,Thu Nov 02 14:56:14 +0000 2017,Thu Nov 02 16:45:00 +0000 2017,,10
1761231,1761230,530023,@115858 fix my shit https://t.co/jTHbQm6FT9,@530023 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 18:38:06 +0000 2017,Tue Nov 07 20:22:00 +0000 2017,,11
1579839,1579838,486450,@115858 plz fix this I️ I️ I️ I️ I️ I️ I️ I️ I️,@486450 We've got you. Check out: https://t.co/xU1AGHStV6,Sat Nov 04 15:02:44 +0000 2017,Sat Nov 04 19:15:37 +0000 2017,,11
557775,557777,250274,@AppleSupport This doesn’t solve the problem.,@250274 What exactly happens when you try to move an app into a folder on your iPhone?,Sat Dec 02 21:54:21 +0000 2017,Sat Dec 02 22:08:57 +0000 2017,,5
2013934,2013932,515542,Why does my “I” keep auto correcting to an A in a box and a question mark??? Wtf @115858,@515542 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,Sun Nov 05 16:10:44 +0000 2017,Sun Nov 05 17:01:12 +0000 2017,,8
2813631,2813629,609652,Bug in iOS 11.1.2: music played form music app stops when snapchat is opened or receives a notification @115858,"@609652 We can certainly help with this issue. To help get us started with troubleshooting, did you notice if this issue started randomly or immediately after updating to iOS 11.1.2?",Mon Nov 27 01:46:56 +0000 2017,Mon Nov 27 01:51:26 +0000 2017,,7
552098,552097,248700,"Feeling cheated by @115858. Ever since I hv upgraded my #iPhone5S to #iOS 11, has started getting heated, #SlowingDown, running o/o #battery",@248700 We want to help. Please DM us details and let us know what apps are in use when this happens. We'll go from there. https://t.co/GDrqU22YpT,Sat Dec 02 15:16:37 +0000 2017,Sat Dec 02 19:35:00 +0000 2017,,2
286916,286914,119701,@AppleSupport @115858 #iOS11 its worst the battery is draining like anything can u tell me how to go back to previous version #help #service,"@119701 Hi there! While we don't support downgrading, we can help you troubleshoot iOS 11 in DM. https://t.co/GDrqU22YpT",Fri Oct 06 03:13:45 +0000 2017,Fri Oct 06 04:13:00 +0000 2017,,6
945540,945542,344208,"@AppleSupport Podcasts ""Episode Unavailable"" ""temporarily unavailable"" @AppleSupport @115858 https://t.co/1XeqkX3L0l","@344208 We'd like to look into this a little deeper with you. Meet up with us in DM, and we'll get to work on some solutions. https://t.co/GDrqU22YpT",Sat Oct 14 01:51:50 +0000 2017,Sat Oct 14 02:28:00 +0000 2017,,7
2312536,2312534,142763,@AppleSupport how have you not fixed this yet? https://t.co/1gHf1rFUQn,"@142763 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6",Sun Nov 12 21:49:48 +0000 2017,Sun Nov 12 22:35:33 +0000 2017,,5
2068097,2068096,611580,@AppleSupport @115858 Im frm Ahmedabad India. Can u give me a solution to this ??,@611580 Thanks for reaching out for support with an Apple Watch repair. We'd be happy to review additional details with you in DM. https://t.co/GDrqU22YpT,Sun Oct 08 10:06:41 +0000 2017,Sun Oct 08 15:32:57 +0000 2017,,0
1621186,1621185,238356,@AppleSupport FIX THIS. https://t.co/Xhm0tRmd0S,"@238356 Check out this article for more details on that behavior, including how to address it: https://t.co/xXaXeeSRt9",Sun Nov 05 07:31:28 +0000 2017,Sun Nov 05 16:55:00 +0000 2017,,5
154463,154461,151399,@AppleSupport just upgraded to latest iPhone software / phone locks up several times per day - sometimes requires reboot - not good,"@151399 We'd like to help get your iPhone running smoothly. Does your iPhone appear to become unresponsive when using a certain app or doing a certain function (like swiping to another screen, so on)?",Fri Nov 24 15:59:38 +0000 2017,Fri Nov 24 16:39:43 +0000 2017,,9
184434,184433,159410,@AppleSupport I need my password resetting as I forgot it loads of times etc... it’s saying that I have to wait until a certain date. Help,@159410 We'll do all we can to help. Are you referring to the passcode to unlock an iOS device or to your Apple ID password?,Sat Nov 11 07:17:02 +0000 2017,Sat Nov 11 15:36:33 +0000 2017,,0
2125051,2125050,625820,wtf @115858 https://t.co/jrbv0uAUYY,@625820 We'd love to help! Which iPhone model are you using? Let us know if this guide helps get you updated: https://t.co/Ui1yTnOCUz,Wed Nov 08 17:02:51 +0000 2017,Wed Nov 08 18:29:00 +0000 2017,,11
1331976,1331975,430739,@AppleSupport It seemed to be google chrome as it has now resolved since running the update for that app this morning. Thanks for the reply 👍,"@430739 You're very welcome! If you have questions down the road, we're here from 5 AM until 8 PM Pacific time, and happy to help.",Fri Oct 27 04:57:30 +0000 2017,Fri Oct 27 13:04:00 +0000 2017,,9
814907,814906,314067,@AppleSupport  phone messed up from updates 11.01.People can’t hear me.I was told can pay 300 for a new phone.But your updates broke myphone,@314067 We want to help look into this. Reach out to us in DM and we will work together to find a solution. https://t.co/GDrqU22YpT,Thu Oct 12 20:17:20 +0000 2017,Thu Oct 12 20:28:39 +0000 2017,,9
407965,407964,170460,"#iphone7; light usage, 2:30pm and i’m at 8% battery. fuck your #iOS11 update @115858. my phone has been terrible, glitching, and useless.",@170460 We'd like to help. Send us a DM with all the details of what's happening. We can work from there. https://t.co/GDrqU22YpT,Mon Oct 09 21:33:14 +0000 2017,Mon Oct 09 22:22:52 +0000 2017,,6
453906,453905,222717,This whole thing with the I️ is actually really starting to piss me off lololol @115858 what are you doingggg?!?!,@222717 We'd be glad to help you with this. Which version of iOS do you have running in Settings &gt; General &gt; About?,Thu Nov 30 22:56:02 +0000 2017,Thu Nov 30 23:06:00 +0000 2017,,11
1498627,1498626,467950,um @115858 my earphone plug thing broke,@467950 Hi there. We can help. Is this the plug on the EarPods that came with your iOS device?,Fri Nov 03 03:51:01 +0000 2017,Fri Nov 03 13:11:33 +0000 2017,,2
2488764,2488763,710732,"Thanks High Sierra, any external url (i.e. Slack to Chrome) does not work, I just get blank pages + my playback controls on Spotify don't work either... Reverse progress yay!?  @AppleSupport ☹️",@710732 We'd be happy to look into this with you more in detail.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,Wed Nov 15 15:27:02 +0000 2017,Wed Nov 15 16:45:33 +0000 2017,,7
1582071,1582069,232196,@AppleSupport but since I'm no longer having issues with my MacBook Pro I wish to cancel my appointment. How do I do this?,@232196 You can cancel your appointment here: https://t.co/1OloHyaI0a We can also help out reach us via DM. https://t.co/GDrqU22YpT,Sat Nov 04 16:14:39 +0000 2017,Sat Nov 04 20:12:31 +0000 2017,,0
1828412,1828411,548726,"@AppleSupport my icloud music library has been ""temporarily unavailable"" on my iphone for over a year now 🍾🎉","@548726 It's been long enough, let's get this working. Meet up with us in DM at the link below so we can continue assisting. https://t.co/GDrqU22YpT",Tue Oct 17 08:15:52 +0000 2017,Tue Oct 17 13:28:33 +0000 2017,,7
228303,228304,170424,Please fix your fucking update please I’m begging @115858,@170424 We're happy to help however we can. Let us know in DM what issues you're experiencing and we'll continue there. https://t.co/GDrqU22YpT,Wed Oct 11 05:16:28 +0000 2017,Wed Oct 11 13:03:30 +0000 2017,,11
2047291,2047290,605481,@AppleSupport fix the music control in the control center!! It’s not even working at this point it’s frozen,@605481 Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can troubleshoot together. https://t.co/GDrqU22YpT,Thu Oct 05 02:57:59 +0000 2017,Thu Oct 05 03:39:29 +0000 2017,,7
2277711,2277710,662351,"@AppleSupport I did a reboot at first, but it didn't solve it, so I did a reset but still nothing. I think it's a hardware problem, caused by heat (30° to 35° in my country and sometimes +40° when there are fire + usage = +40° to +45° celsius)
even the speakers on the load side, have let go.",@662351 We'd like to take a further look at this with you. Please meet us in DM to continue. https://t.co/GDrqU22YpT,Sat Nov 11 14:33:44 +0000 2017,Sat Nov 11 18:19:00 +0000 2017,,7
2823631,2823630,786758,"My phone won’t let me crop videos, any idea what could be causing it? The part at the bottom where you slide to crop looks all black and won’t let me do anything. @AppleSupport https://t.co/PH1qpo7Yr6","@786758 We know how important it is to be able to edit your videos. Whenever an app isn’t performing as you expect it to, restarting your iPhone following these steps is a great first step: https://t.co/OWRDHWSt4h
Let us know what happens following the restart.",Sat Nov 11 22:04:39 +0000 2017,Sat Nov 11 23:39:50 +0000 2017,,1
2285880,2285879,664239,What’s is good with this thing I️ @115858 you gotta fix it bc I’m not tryna fix it every time I write I,"@664239 We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/4f8hwT5to6",Sat Nov 11 12:29:19 +0000 2017,Sat Nov 11 16:56:53 +0000 2017,,11
370102,370101,203649,Hey @115858 FIX IT!! #Cmon man https://t.co/g6CsJuI9yi,@203649 We'd like to look into this with you. What's the current iOS version? Find it at Settings&gt;General&gt;About. DM us the answer. https://t.co/GDrqU22YpT,Fri Nov 03 16:21:22 +0000 2017,Fri Nov 03 18:57:00 +0000 2017,,11
2229399,2229398,650598,@118721 @AppleSupport I’ve been trying to buy an album for half an hour now and it’s just coming up with the square?????? https://t.co/ghctrcs0yx,@650598 We've got your back. Let's work together to try to get this album downloaded onto your device. Can you confirm which iOS version is on your device? This can be located in Settings &gt; General &gt; About &gt; Version. Do you also experience this with cellular data?,Fri Nov 10 09:33:26 +0000 2017,Fri Nov 10 16:00:05 +0000 2017,,0
2872582,2872581,797559,apple music really deleted my playlists. I dont pay $9.99 every month for this shit @115858,@797559 We're happy to look into this with you. Can you let us know if there have been any changes with your Apple ID or device recently?,Tue Nov 28 03:12:25 +0000 2017,Tue Nov 28 03:18:54 +0000 2017,,7
810892,810890,313214,"When you download #HighSierra on your mac and suddenly it's all laggy as hell and can't do anything, thanks for breaking my computer @115858",@313214 We're here for you. Tell us more about what you're experiencing. Is this happening with certain apps? Have you restarted?,Sun Oct 08 11:08:31 +0000 2017,Sun Oct 08 15:49:00 +0000 2017,,9
1834755,1834754,550292,I need to use my MacBook but it's locked me out and I can't remember the code 😫 @AppleSupport help,@550292 Let's work together to regain access to your MacBook. What do you currently see on the screen? DM us with details here: https://t.co/GDrqU22YpT,Wed Oct 18 13:08:01 +0000 2017,Wed Oct 18 14:17:09 +0000 2017,,0
668571,668570,279419,"@115858 I’m trying to restore a back up from a previous phone to my new iPhone 8, but whenever I try to connect my iPhone to the iTunes on my computer it says to update my version of iTunes but it is updated already to the latest version. ????","@279419 We're happy to help you. We know how important it is to be able to restore your backup to your iPhone. DM us and tell us if you're using a Mac or Windows computer. Also, what version of iTunes do you have? https://t.co/GDrqU22YpT",Thu Nov 23 03:53:54 +0000 2017,Thu Nov 23 04:00:30 +0000 2017,,1
2289430,2289429,665114,Is anyone else having issues with @126 stories and @115858 #iphonex 😩 #wtf #sos #pleasefixthebug,"@665114 We'd like some details to assist. Which iOS are you experiencing issues with? Also, let us know exactly what's happening in a DM and we'll take it from there. https://t.co/GDrqU22YpT",Sun Nov 12 03:34:04 +0000 2017,Sun Nov 12 05:21:30 +0000 2017,,2
1417379,1417378,449440,This new update is trash @AppleSupport. I lost my TouchID capability 😒😒😒,@449440 Using Touch ID is important. Which iPhone model do you have? Let us know in DM. https://t.co/GDrqU22YpT,Thu Nov 02 02:53:35 +0000 2017,Thu Nov 02 03:36:00 +0000 2017,,9
1674128,1674127,509396,"@115858 this new updat3 ( 11.1 ) MURDERS my battery.
When will you guys get an update right?
Why do  you fix one problem, and create 50 more?",@509396 Battery life is essential; we'll do all we can to help. Connect with us in DM to get started: https://t.co/GDrqU22YpT,Mon Nov 06 04:26:04 +0000 2017,Mon Nov 06 13:52:54 +0000 2017,,6
1709952,1709954,518074,@AppleSupport I did that and it still leaves the question mark and the A,@518074 We'd like to discuss this further. Let's continue in DM. https://t.co/GDrqU22YpT,Tue Nov 07 02:39:28 +0000 2017,Tue Nov 07 04:21:25 +0000 2017,,3
