customer_tweet_id,support_tweet_id,customer_author_id,customer_text,support_text,customer_created_at,support_created_at,candidate_intent,candidate_score
2908041,2908043,805162,"@AppleSupport Hi, thanks. Yes, I have received an email confirming the request and that it’s ready for recovery. I follow the steps, enter my security info and enter the code sent via text msg. It then says info on how to recover the account will be texted to me but I don’t receive anything.",@805162 Thanks for the additional info. Let's take a closer look into this in DM. Send us a message and we'll follow up there. https://t.co/GDrqU22YpT,Wed Nov 29 13:50:15 +0000 2017,Wed Nov 29 15:58:33 +0000 2017,purchase_payment_order,0.2790457
447404,447403,167333,@AppleSupport I was under impression eu law says electronic goods must be covered for 2 years?,@167333 Let's take a closer look into service options together in DM. Send us a message with the country you're located in. https://t.co/GDrqU22YpT,Thu Nov 30 19:44:34 +0000 2017,Thu Nov 30 20:02:00 +0000 2017,purchase_payment_order,0.3072477
2835753,2835754,789320,How tf my phone die in 9 mins @AppleSupport https://t.co/yyBg1ZJOME,@789320 We want your battery to last considerably longer than that. Let us know what iOS you're running in a DM and we'll find out what's going on with you. https://t.co/GDrqU22YpT,Mon Nov 27 13:30:00 +0000 2017,Mon Nov 27 15:10:30 +0000 2017,device_performance,0.28665373
1830368,1830367,549263,@549264 Huh. I called @117735. No help. I’ll try @AppleSupport,@549263 We'd love to look at what's going on with your iPad. Let us know in a DM what you've already gone through with your carrier. https://t.co/GDrqU22YpT,Tue Oct 17 16:27:53 +0000 2017,Tue Oct 17 17:00:23 +0000 2017,purchase_payment_order,0.24473941
858896,858895,323923,@AppleSupport  why is my iPhone 6S which is 6 months old going from 100% to 10% battery in 3 hours whilst only listening to music on ios11??,@323923 We want your battery to work as expected. Send us a DM and we'll see what we can do to help. https://t.co/GDrqU22YpT,Fri Oct 13 10:24:26 +0000 2017,Fri Oct 13 14:11:00 +0000 2017,battery_charging,0.440861
1007643,1007645,355838,"@AppleSupport Yes, I can.",@355838 Got it. We're going to need to dig deeper than we can do in 140 characters. Can you please join us in DM? https://t.co/GDrqU22YpT,Sat Oct 14 14:42:39 +0000 2017,Sat Oct 14 15:36:00 +0000 2017,purchase_payment_order,0.23098788
2230716,2230718,650960,@AppleSupport iphone 6 with 11.0.3 running.,@650960 Got it. Move to DM with us and we'll take a closer look. https://t.co/GDrqU22YpT,Thu Oct 19 16:36:16 +0000 2017,Thu Oct 19 17:14:01 +0000 2017,software_update,0.32536328
1974116,1974115,539364,"@AppleSupport the problem is still exist. 
#ridiculous",@539364 Thanks for letting us know. Let's look into this together. Join us in DM with more details about the battery drain. https://t.co/GDrqU22YpT,Wed Nov 01 13:39:58 +0000 2017,Wed Nov 01 13:49:28 +0000 2017,photos_media,0.14330357
87082,87084,135062,@AppleSupport Now this is popping up and my macintosh hd disk is no longer an option. This happened after I was downloading the new Mac OS Sierra. https://t.co/3uUwqn0PFg,"@135062 To make sure we're on the same page, where is Macintosh HD no longer showing? If you open up Disk Utility, do you see it listed on the left of that window?",Thu Nov 30 18:41:17 +0000 2017,Thu Nov 30 18:53:30 +0000 2017,photos_media,0.12883517
1689417,1689416,512949,No @AppleSupport needs to fix this shit https://t.co/wdFM30WQ2h,@512949 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,Mon Nov 06 17:43:16 +0000 2017,Mon Nov 06 20:23:00 +0000 2017,purchase_payment_order,0.16874224
63225,63224,130507,I️ just updated my phone again and still can’t text  I️ @AppleSupport,"@130507 We can help. What is the current iOS version you have installed? Let us know more in DM, please. https://t.co/GDrqU22YpT",Wed Nov 01 21:01:47 +0000 2017,Wed Nov 01 21:45:01 +0000 2017,messaging,0.38249862
1474122,1474124,462197,@AppleSupport The biggest issue I am having at the moment is my phone freezing and being kicked out of apps. Specifically Snapchat at the moment,@462197 Do you know if all the apps including Snapchat are up-to-date on the iPhone? Let us know in DM to proceed. https://t.co/GDrqU22YpT,Mon Oct 16 20:47:19 +0000 2017,Mon Oct 16 20:53:30 +0000 2017,software_update,0.38626242
1794929,1794928,539368,@115858 @116333 @123857 why is FaceTime Audio the most broken iPhone feature. Had an iPhone for 10yrs. This feature is always glitchy...,"@539368 Hey there, Scott! FaceTime Audio should be clearer than any other call! Hop into our DM and let us know which phone you have. https://t.co/GDrqU22YpT",Thu Oct 12 12:25:07 +0000 2017,Thu Oct 12 12:34:28 +0000 2017,apple_app_service,0.3895219
1670137,1670136,508441,@AppleSupport why doesn’t @1122 work with music part of control centre or show up on my lock screen since latest update?,@508441 Let's take a look at this for you. Reach out to us in DM. https://t.co/GDrqU22YpT,Tue Oct 17 15:34:17 +0000 2017,Tue Oct 17 15:40:00 +0000 2017,apple_id_account,0.23347403
202465,202466,163865,"@AppleSupport I see the option.  It plays the song at full blast 100% of the time.  Version 11.0.2, just upgraded.  Had the same awful result w/ 11.0.1.",@163865 Got it. Thanks for confirming. Let's meet in DM to continue working on this. https://t.co/GDrqU22YpT,Wed Oct 04 22:39:21 +0000 2017,Wed Oct 04 23:02:53 +0000 2017,apple_app_service,0.23752895
1764449,1764450,530777,@AppleSupport That query is sorted. But have found I have a problem sending mail from my iPhone 7 since upgrading to 11.1  will this be sorted soon? I use it a lot..,@530777 We can look into the Mail app with you more. Send us a DM with more details on what is happening when you try to send a message. https://t.co/GDrqU22YpT,Wed Nov 08 19:44:27 +0000 2017,Wed Nov 08 20:16:27 +0000 2017,messaging,0.2994054
1408421,1408420,447356,@AppleSupport WHY EVERY TIME DEKID TYPE (i) THIS HAPPENS. I️,"@447356 Let us know via DM which device you are having this issue on, then we can help out with it from there. https://t.co/GDrqU22YpT",Wed Nov 01 22:04:05 +0000 2017,Wed Nov 01 22:36:29 +0000 2017,keyboard_text_input,0.11425875
1746856,1746855,526630,@AppleSupport how do I get rid of this on my lock screen? Been stuck on there for weeks https://t.co/owoDTgKwaE,@526630 We'll be happy to assist as best we can. What version of iOS are you currently running? Are you seeing this 100% of the time?,Tue Nov 07 09:32:58 +0000 2017,Tue Nov 07 15:37:00 +0000 2017,apple_id_account,0.25444967
1774191,1774190,533196,@533197 My phone never glitched until the new iPhone came out @115858,@533196 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Wed Nov 08 00:43:27 +0000 2017,Wed Nov 08 03:57:28 +0000 2017,device_performance,0.21256967
433060,433061,217996,@AppleSupport iPhone 6+,@217996 Which iOS 11 version number do you have installed? Tried any steps so far?,Tue Oct 10 16:53:04 +0000 2017,Tue Oct 10 17:51:28 +0000 2017,purchase_payment_order,0.29317275
408473,408472,212371,So @AppleSupport your High Sierra OS upgrade has bricked my MacBook Pro. Can't even find the start-up disk or restore back-up.,@212371 We're happy to help out. Let's meet in DM to go over what you have tried and steps to move forward. https://t.co/GDrqU22YpT,Mon Oct 09 21:46:37 +0000 2017,Mon Oct 09 22:32:00 +0000 2017,software_update,0.2087129
2773226,2773224,775108,@115858 I switched mobile phone network last Thursday. My apple phone was locked. 5 days on still locked. Does this make me want to purchase another Apple product? No. Poor service.,@775108 We know how important it is to have a working phone. Can you provide us with the details of your phone being locked? We'll take it from there.,Tue Nov 21 08:25:42 +0000 2017,Tue Nov 21 14:10:00 +0000 2017,apple_id_account,0.43446654
556983,556984,250055,@AppleSupport Updated prior. Turned all my notifications off. Had no problem. Just turned them back on and it shut down. Turned them all off again. Still shutting down.,@250055 We'd like to take a look at your settings a bit closer. Please reach out to us here so we can continue: https://t.co/IBIY3vMgPj,Sun Dec 03 04:47:49 +0000 2017,Sun Dec 03 13:29:32 +0000 2017,software_update,0.25743467
762533,762532,127032,Yo @115858 your latest update is killing my battery... was working great with previous IOS,@127032 We'd like to look into this. DM us and we'll work from there. https://t.co/GDrqU22YpT,Wed Oct 11 20:38:33 +0000 2017,Wed Oct 11 20:49:31 +0000 2017,software_update,0.40709564
1470870,1470869,461416,@184078 @AppleSupport Pcq si c’est pour faire le 123 comme y’a 10 ans j’achète un 3310 et un forfait @27534,@461416 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,Thu Nov 02 23:30:38 +0000 2017,Fri Nov 03 00:46:36 +0000 2017,purchase_payment_order,0.12648892
1650104,1650103,504014,This I️ glitch with iPhone is getting on my last nerve 😐😐 @115858 fix it please,@504014  Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,Sun Nov 05 20:41:33 +0000 2017,Sun Nov 05 23:25:00 +0000 2017,software_update,0.31619227
1215568,1215567,405235,Hey @115858 why has my iPhone been working like crap since I did a software upgrade last week?,@405235 We'd like to help. Tell us more about what's going on to continue. https://t.co/GDrqU22YpT,Wed Oct 25 16:35:02 +0000 2017,Wed Oct 25 17:05:45 +0000 2017,software_update,0.561247
2496375,2496374,712421,@AppleSupport 3.2 gigs to 5.7 gigs. Baffling...,"@712421 Let us know via DM which device this is on, then we can help look in to this from there. https://t.co/GDrqU22YpT",Mon Oct 30 01:40:06 +0000 2017,Mon Oct 30 01:48:00 +0000 2017,apple_app_service,0.3916698
123124,123122,143499,Hey @123765 and @115858 why is Twitter app unusable on iOS without losing my podcast/music I’m alreaDy listening to? This only started today and it’s way annoying.,"@143499 We'd like to know more to assist. Which iOS are you currently using? Also, we'd like to clarify do your podcasts and music stop playback when opening the Twitter app? Let us know the details and we'll continue.",Fri Nov 24 00:24:02 +0000 2017,Fri Nov 24 00:32:29 +0000 2017,apple_app_service,0.3515034
34620,34619,123503,"When searching fot ""GOT"" Apple TV app shows Cmore but not @1561 Nordic, even tho I only have HBO installed. @AppleSupport",@123503 Let's get you in touch with our Apple TV experts so they can assist further. Reach out here: https://t.co/IBIY3vMgPj,Wed Nov 01 09:27:07 +0000 2017,Wed Nov 01 13:26:00 +0000 2017,apple_app_service,0.2478196
480595,480594,229215,@AppleSupport Tried to re-download Instagram and was told I need billing information. Typed in my information exactly and it told me my information was wrong. Please fix this ASAP.,@229215 We'd be happy to look into this with you more in detail. Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,Fri Dec 01 04:30:37 +0000 2017,Fri Dec 01 13:30:32 +0000 2017,purchase_payment_order,0.39114577
1778420,1778419,534336,(I️) A? is messed up on the 📱 right now! 🍎Please fix soon!!🙏🏿 @115858,@534336 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Wed Nov 08 00:15:47 +0000 2017,Wed Nov 08 00:52:30 +0000 2017,keyboard_text_input,0.20819551
813342,813339,313811,@AppleSupport info sent,@313811 Thanks! We'll continue our conversation there.,Thu Oct 12 19:56:59 +0000 2017,Thu Oct 12 20:05:00 +0000 2017,purchase_payment_order,0.30747283
1482354,1482353,464190,@AppleSupport your update fucked up my phone. I want a refund😑,@464190 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,Fri Nov 03 01:41:30 +0000 2017,Fri Nov 03 02:28:00 +0000 2017,software_update,0.31301743
1895409,1895407,564951,@AppleSupport All I want to do is sign into the @118721 store but it says my Apple ID hasn’t been used with the store before and won’t sign,@564951 Thanks for reaching out. Are you able to sign in to our website? https://t.co/ggVDoc1mU7 Let us know via a DM. https://t.co/GDrqU22YpT,Tue Oct 24 03:52:32 +0000 2017,Tue Oct 24 12:37:07 +0000 2017,apple_id_account,0.40949816
1091262,1091261,377474,@AppleSupport They just contact me,@377474 We want to help.  Send us a DM to let us know which country you are located in. https://t.co/GDrqU22YpT,Fri Oct 13 19:52:10 +0000 2017,Fri Oct 13 19:57:00 +0000 2017,purchase_payment_order,0.3162688
1414825,1414824,448798,"@AppleSupport 2) iOS11 básicamente rompió hizo que mi TouchID falle 3-4 veces al día, llegando a hacer mini resets del móvil, parando música, podcasts...",@448798 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,Sat Oct 28 19:45:12 +0000 2017,Sat Oct 28 20:11:28 +0000 2017,messaging,0.1742833
2555398,2555401,725636,@AppleSupport My phone was running perfect before iOS 11.,"@725636 Thanks for the details. Did you update right from iOS 10 to iOS 11.1.1? If not, did you notice the slowness on earlier versions of iOS 11? 

Additionally, what country are you located in? Let us know in DM. https://t.co/GDrqU22YpT",Thu Nov 16 16:38:26 +0000 2017,Thu Nov 16 17:39:03 +0000 2017,software_update,0.33939528
44608,44607,125900,@AppleSupport And i cant fix it i had to turn off auto correct and check spelling,@125900 Let's get this figured out. Which iOS is installed? Please DM us. https://t.co/GDrqU22YpT,Wed Nov 01 15:46:17 +0000 2017,Wed Nov 01 16:20:26 +0000 2017,keyboard_text_input,0.2327871
1449186,1449187,447923,Same. Help @115858 pls https://t.co/T0Xq4bc2Fr,@447923 Let's check this out together. Follow us to DM and we'll take a closer look. https://t.co/GDrqU22YpT,Thu Nov 02 15:17:49 +0000 2017,Thu Nov 02 16:52:32 +0000 2017,photos_media,0.16033247
2028671,2028672,599920,"@AppleSupport It doesn't shut it off completely though, when I'm listening to music on the go it randomly turns on and im not even close to touching home",@599920 Let's take a closer look together. Please DM us and we can go from there. https://t.co/GDrqU22YpT,Thu Oct 19 01:04:52 +0000 2017,Thu Oct 19 01:17:35 +0000 2017,apple_app_service,0.25748563
1134255,1134254,387255,Dammit @115858 would you please give ppl the option to turn the annoying screenshot off! Pretty please! Thank you 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,@387255 We always accept feedback to help improve our products! Please visit our Feedback page: https://t.co/oWzjJxkvlC,Sat Oct 14 17:21:15 +0000 2017,Sat Oct 14 17:56:27 +0000 2017,photos_media,0.19587123
2352114,2352113,679740,"Oye @115858 @AppleSupport el
Fin de semana tome varias selfies con el #IphoneX y no se guardaban en ninguna carpeta !? Que sucede ?",@679740 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,Mon Nov 13 17:20:56 +0000 2017,Mon Nov 13 18:21:28 +0000 2017,messaging,0.201566
983003,983002,353051,@AppleSupport this battery drain is insane! From 100 to 17% overnight. Really?! #ios1103 #batterydrain,@353051 Send us a DM and we'll have a closer look at this together. https://t.co/GDrqU22YpT,Sun Oct 22 09:43:24 +0000 2017,Sun Oct 22 14:40:37 +0000 2017,battery_charging,0.47270966
1792853,1792852,538501,@116333 2/n have purchased 2 Mac books  in  Last 3 yrs n both are in trash now .. one just crashed today within a month of purchase.,"@538501 We'd love to see how we can assist. To begin, please DM us details about what you're experiencing with your Mac. https://t.co/GDrqU22YpT",Thu Oct 12 02:09:23 +0000 2017,Thu Oct 12 02:20:00 +0000 2017,purchase_payment_order,0.33128625
1918099,1918098,571257,Hey @AppleSupport your update has rendered my phone useless!,"@571257 That's not the experience we want for you, and we're here to help. DM us what's going on, and we'll get started. https://t.co/GDrqU22YpT",Thu Oct 26 04:07:46 +0000 2017,Thu Oct 26 12:31:32 +0000 2017,software_update,0.38985872
2955428,2955425,815839,"@AppleSupport I can put in English ;)
What’s wrong with #Apple music ?? Can’t seem to even activate it. Screen remains blank.","@815839 We're happy to look into this with you. Do other apps, such as the App Store or iTunes Store load properly?",Wed Nov 29 18:48:21 +0000 2017,Wed Nov 29 18:58:00 +0000 2017,apple_app_service,0.2975491
2711883,2711882,761387,"New Mac… shift key already sticking, so frustrating @AppleSupport",@761387 Congratulations on your new Mac. Let's find out what's causing the shift key to not respond quickly. Please meet us in a DM and share a few details: https://t.co/GDrqU22YpT,Mon Nov 20 02:33:08 +0000 2017,Mon Nov 20 02:39:31 +0000 2017,keyboard_text_input,0.18676543
2261807,2261806,658511,"@AppleSupport Restaura por favor, eu nunca te pedi nada!!! https://t.co/pXX6lZ7J5M","@658511 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",Thu Oct 19 17:44:53 +0000 2017,Thu Oct 19 18:06:00 +0000 2017,apple_app_service,0.12119303
2981930,2981929,822441,@115858 my phone has been so fucked up since the upgrade and it’s so slow I can’t fucking stand it 🖕🏻 but I hate android too much to switch 🙄,"@822441 Having your iPhone running smoothly is what we want for you, so let's get to it. Which model do you have and is iOS 11.1.2 the version installed on it?

Any steps tried so far and which country are you located within? DM us here: https://t.co/GDrqU22YpT",Mon Nov 20 02:45:02 +0000 2017,Mon Nov 20 02:53:52 +0000 2017,device_performance,0.29188374
686846,686845,283998,@AppleSupport I updated my 5s to 11.1.2 now it shut downs on its own and gets stuck at apple logo loop.  Tried restoring with compatible firmwares but still has the same problem. What do I do?,"@283998 Issues after updates are never fun, but we're here to help get that sorted out with you. Just to be clear, you've tried the steps here: https://t.co/8MvHMFZ83h and your iPhone is still stuck on the Apple logo when it boots?",Thu Nov 23 05:20:56 +0000 2017,Thu Nov 23 13:55:55 +0000 2017,device_performance,0.28508437
2862171,2862170,795098,@115858 what is up with my battery draining since new update? I never had an issue before! Ever! #unhappyapplefan #rottenapple,@795098 We'd like to help find the best solution because having the battery life last is greatly important. DM us which device you are using and we'll help. https://t.co/GDrqU22YpT,Mon Nov 27 22:51:35 +0000 2017,Mon Nov 27 23:01:00 +0000 2017,battery_charging,0.47995946
1522667,1522666,473156,@AppleSupport 😡,@473156 Go ahead and send us a DM with more details. We will go from there. https://t.co/GDrqU22YpT,Fri Nov 03 15:57:10 +0000 2017,Fri Nov 03 21:12:33 +0000 2017,purchase_payment_order,0.19181527
407101,407098,212031,@AppleSupport @115858 come on my 6s is mad slow now that I updated and it also says no internet when I’m clearly connected.such trash #iOS11,"@212031 Let's work together &amp; check this out. In Settings &gt; General &gt; About, are you on 11.0.2?",Mon Oct 09 20:50:40 +0000 2017,Mon Oct 09 21:44:26 +0000 2017,software_update,0.46711916
184432,184431,159409,"@AppleSupport either i can’t do maths or my iphone is seriously messed up! 

why is a 1 minute 44 seconds voice recording not sending on messenger? 

it is not longer than 180 seconds long and it’s nowhere near 180 seconds!! https://t.co/z7o07GSQif",@159409 Let's look at this closer. What software version are you running?,Fri Nov 10 18:15:53 +0000 2017,Fri Nov 10 20:58:28 +0000 2017,messaging,0.26364365
215364,215363,167171,Hey @115858 your new update has killed my phone if it’s battery life. Come on.,@167171 We want to help. Which iOS version is your device currently running? You can locate this under Settings &gt; General &gt; About.,Thu Oct 05 00:37:03 +0000 2017,Thu Oct 05 01:30:32 +0000 2017,battery_charging,0.37338156
2718240,2718238,762881,@AppleSupport when can we expect a fix for iOS 11.0.1? Phone somehow snoozed my alarm twice and never went off. Had to call into work late.,@762881 We'd be happy to look into this with you more in detail.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,Tue Oct 03 12:36:33 +0000 2017,Tue Oct 03 14:47:32 +0000 2017,software_update,0.33330822
1755168,1755167,528591,Lol what’s the fix @AppleSupport,@528591 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 16:14:51 +0000 2017,Tue Nov 07 19:18:00 +0000 2017,messaging,0.1451615
304443,304442,188702,@AppleSupport Is there a rough rough estimate on how much replacing+installing new iphone6s battery would cost at an Apple store?,@188702 You can check out service costs here: https://t.co/HKf1ErZuaH,Fri Oct 06 20:13:16 +0000 2017,Fri Oct 06 22:57:32 +0000 2017,battery_charging,0.37186086
646918,646917,273657,Bro this iPhone 7 wildinnnn wtf is wrong with my phone @115858,@273657 We'd love to help you with what's going on. Can you tell us more about your iPhone's behavior?,Wed Nov 22 18:20:36 +0000 2017,Wed Nov 22 18:38:00 +0000 2017,software_update,0.29183924
2835760,2835757,789321,Facetime authentication error on mac after updating to MacOS High Seirra. Need a solution for this @AppleSupport . Tried everything,@789321 We'll do all we can to assist with this FaceTime issue. Can you give us the exact text of the error message you're getting and tell us what steps you've taken so we don't ask you to repeat anything?,Mon Nov 27 13:14:56 +0000 2017,Mon Nov 27 15:10:00 +0000 2017,apple_app_service,0.18590422
2347646,2347645,678703,@AppleSupport updated my phone and I still get the question marks 😤,@678703 We are here to help. Is this when you are typing or post from others? Let's meet up in DM to continue. https://t.co/GDrqU22YpT,Mon Nov 13 15:29:46 +0000 2017,Mon Nov 13 16:36:52 +0000 2017,software_update,0.24091154
2378074,2378073,685825,Using a loaner #iPhone from work (my 6’s battery died and waiting for my X to ship) and noticed iOS 11 is using 10gb of a 16gb phone. Anyone else have this problem? cc @119462 @123857 @116333 #apple #tech https://t.co/odc5FMvLQR,"@685825 Hey there, thanks for reaching out. Take a look at this article regarding this: https://t.co/GHSbdb0Gux

DM us any quetions you have, we are here to help. https://t.co/GDrqU22YpT",Sun Dec 03 14:35:42 +0000 2017,Sun Dec 03 14:46:25 +0000 2017,software_update,0.28336805
2372253,2372251,684429,Okay if this I️ shit could stop that would be much appreciated @115858,@684429 Let's look into this for you. iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating. This page should help: https://t.co/ahjigcvFRG DM us if you run into any issues. https://t.co/GDrqU22YpT,Tue Nov 14 00:53:50 +0000 2017,Tue Nov 14 00:58:25 +0000 2017,apple_id_account,0.11251824
2554031,2554032,725346,@AppleSupport I lost date for that day only!,@725346 Thanks. DM us if everything is working as expected now and we'll look into this further with you there. https://t.co/GDrqU22YpT,Thu Nov 16 17:24:50 +0000 2017,Thu Nov 16 18:32:00 +0000 2017,photos_media,0.2015653
889186,889185,331102,@AppleSupport Waiting for next update!!,@331102 Thanks for confirming that you're seeing it twice. We can work on this issue with you but would definitely want to get you back on the latest iOS version so we can properly isolate the issue. DM us if you're interested in doing that and we'll work with you there. https://t.co/GDrqU22YpT,Sat Nov 25 15:56:41 +0000 2017,Sat Nov 25 16:06:00 +0000 2017,software_update,0.27614948
2286749,2286751,384159,"@AppleSupport Restarting didn't help, but connecting to iTunes did. Now on iOS 11.1.1 Thanks.",@384159 Fantastic! Thanks for keeping us posted. Feel free to reach out if any questions come up.,Sun Nov 12 04:58:19 +0000 2017,Sun Nov 12 14:10:27 +0000 2017,software_update,0.29175097
56982,56980,128906,"@AppleSupport I don’t like the screen shot update. When I do a screen shot I simply want it saved to my phone, not all this extra editing. 👎","@128906 We'd like to help. You can tap on ""Done"" to immediately save a screenshot without edits: https://t.co/rv9TRgCtbC",Wed Nov 01 19:18:16 +0000 2017,Wed Nov 01 19:49:00 +0000 2017,photos_media,0.27291572
2035830,2035829,601886,My iPhone is all kinds of fucked up @115858 better get their shit together,"@601886 We'd like to see how we can help with your iPhone. To get started, send us a DM with what's going on. We'll meet you there. https://t.co/GDrqU22YpT",Tue Nov 07 16:55:30 +0000 2017,Tue Nov 07 19:37:00 +0000 2017,connectivity,0.26619813
