cluster,rank,similarity_to_centroid,customer_tweet_id,customer_text,support_text
5,4,0.8387651,2052648,"@AppleSupport any help? My iPhone 6s battery has been awful since the iOS 11 update.
60% charge after 1 hour of usage. What a joke.",@607050 Thanks for reaching out to us. We'd like to help you and look into this further. Please DM us to continue working on this. https://t.co/GDrqU22YpT
5,5,0.83666396,885705,"iOS 11 is draining the battery of my iPhone 6s Plus, it goes from 100% to 40% in two hours and a half, any advice @AppleSupport ?",@330311 We're sorry you are having this experience. Can you tell us which version of iOS 11 you are currently using please?
5,6,0.836522,809383,"My battery life was shocking before this latest iOS update - now it’s even worse, already down to 64% after fully charging!! @AppleSupport","@312862 We want to ensure your battery is working as it should. As a starting point, let’s review these steps: https://t.co/bivpdfBNJ6"
5,7,0.83577967,428684,Ever since the second to last iOS update my phones battery life is shit @115858   @AppleSupport wtf?,@216958 We know how important it is to have reliable battery life! Please let us know if this guide helps: https://t.co/TpjqFp3jxD
5,8,0.83518004,2014226,Hey @AppleSupport my iPhone 6s battery life is horrible since the iOS 11.1 update. Please fix ASAP with the next update!!!,@595589 We’re here to address the issue you're experiencing. Let's team up in Direct Message using the link below to continue. https://t.co/GDrqU22YpT
6,1,0.56763655,2019899,@AppleSupport help,@597316 We’ve got your back. Check out the workaround in this article and DM us any questions you may have: https://t.co/xU1AGHStV6 https://t.co/GDrqU22YpT
6,2,0.56763655,2015769,@AppleSupport help,@596077 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT
6,3,0.56763655,302954,@AppleSupport help,@188303 We're happy to help. DM us the issue you are having here: https://t.co/GDrqU22YpT
6,4,0.56763655,1336281,help @AppleSupport,"@431723 We got your DM, and we will respond to you there."
6,5,0.56763655,1564088,@AppleSupport help,"@336760 Let's work to get that notification removed. Have you tried to restart your iPhone? If not, give that a try for us."
6,6,0.56763655,2404984,@AppleSupport help https://t.co/p3YoDcb141,"@691756 We appreciate your reaching out about this situation. Let’s work together to get your Apple Watch updated. Does that still continue after taking the steps from the ""If you need help updating” section of this article? https://t.co/s6t9pl6tpv"
6,7,0.56763655,2277312,@AppleSupport help,"@658420 We want you to be able to enjoy your albums; we'll do all we can to help. To start, what type of album was deleted? Was this a music or photo album?"
6,8,0.56763655,1636611,@AppleSupport help,@500578 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
7,1,0.87111205,1644517,@115858 how come every time I️ type the letter “I️” this happens ..... need to fix that https://t.co/dxfjFDZmG1,@502550 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
7,2,0.86419034,1476447,"Hey @AppleSupport why is it when I try to type the letter ""I"" it turns it into ""A ?""",@462779 We'd love to help. Reach out to us in Direct Message using the link below. We'll get started in there. https://t.co/GDrqU22YpT
7,3,0.8615817,1973498,"@AppleSupport every time I️ type the letter “I️” it changes, what’s going on?","@584458 We want to help with this. In DM, could you please let us know the exact software version you're using on your device. https://t.co/GDrqU22YpT"
7,4,0.859193,1743581,Anyone else find that when you type the letter “I” it autocorrects to the letter “A” with a symbol? @115858 @AppleSupport fix it,@525897 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
7,5,0.8573245,2020266,Why when I type “I” my phone changes it to a question mark and the letter “A”...@AppleSupport what’s up with that?,@597440 Thanks for reaching out to us. Check out this link for help with your issue: https://t.co/YsK0BWM3bj Questions? DM us. https://t.co/GDrqU22YpT
7,6,0.8556158,2569428,@AppleSupport you need to fix this “ I️ “ happens every time we type the letter “I”,@728751 We're here for you. Reach out via DM using the link below. https://t.co/GDrqU22YpT
7,7,0.8539219,1517855,@AppleSupport why can’t I type “I” on my phone. It does this I️ instead.... the A ? Symbol. https://t.co/BiHomzRWwS,@472152 Thanks for contacting us. We'd like to help out. Let's meet in DM. https://t.co/GDrqU22YpT
7,8,0.85382015,2018226,@AppleSupport WHAT IS HAPPENING? WHY CAN’T I TYPE THE LETTER I️ ANYMORE https://t.co/N3ax4kzRks,"@596847 Let's take a look at this together. Start by following these steps: https://t.co/uQeXsr9Kz9

DM us if you need more help. https://t.co/GDrqU2kzhr"
8,1,0.89089394,396123,iOS 11.0.2 is so buggy. Never had so many issues after big releases. Im using an iPhone 7 Plus @115858,@209790 Let's take a closer look together. What exactly is happening on your iPhone since updating to iOS 11.0.2?
8,2,0.89081836,368797,"Yo, @115858 what’s up with iOS 11? It is super clunky and freezes. You guys took a step backwards with this update. This phone hardly works.","@203372 We'd like to help! Send us a DM with more details, and we'll get started. https://t.co/GDrqU22YpT"
8,3,0.8899387,2009135,.@115858 @AppleSupport What on earth have you done with the latest IOS updates.11.0.3 is completely unusable  because it is so unstable.#fail,@594102 We'd like to know more about what you're experiencing to figure out the best way to help. DM us with the details. https://t.co/GDrqU22YpT
8,4,0.88978356,753007,"Dear @115858, what the hell is happening on iOS 11? I even upgraded it to it’s latest version(11.0.2) but it became worse! Pls fix this!",@299967 We want to help.  Send us a DM to continue. https://t.co/GDrqU22YpT
8,5,0.8865154,760525,@115858 iOS 11 sucks so bad.... please fix,@301719 Thanks for reaching out! What kind of issues are you having since updating? Which version of iOS 11 are you running?
8,6,0.8835722,2892110,IOS 11.1.2 is so buggy. I wish i didn’t update OS @115858 @AppleSupport,"@801675 We're here to help! Send us a DM with the details of the issues you're experiencing, and we'll continue together there. https://t.co/GDrqU22YpT"
8,7,0.88264775,282830,@AppleSupport yeah iOS 11.0.2 updated... but still facing the issue,@183379 Let's dig deeper into this with you. DM us and we'll continue there. https://t.co/GDrqU22YpT
8,8,0.8818143,346533,@AppleSupport @116333 @119462 @123857 iOS 11.0.2 is a disaster #batteryproblem #iPhone7Plus #slow #AppleSupport fix it ASAP,@198494 We'd be happy to help you out! Send us a DM with some more details on what's going on. https://t.co/GDrqU22YpT
9,1,0.87284786,2152994,@115858 what did you do to my phone with this update.....,@632640 We can help with your device. Can you tell us what you're experiencing?
9,2,0.86970425,1895640,@115858 this update messes up my phone so bad.. please fix 😥,"@565015 Your iPhone is important to you; we'll do all we can to help. To start, can you describe the issues you're experiencing for us?"
9,3,0.862217,1814305,@AppleSupport you need to do something about this update. Ever since I downloaded it my phone has been SHIT.,"@500333 What kind of issues have you noticed with your iPhone since updating to iOS 11.0.3? DM us, and we'll sort this out together https://t.co/GDrqU22YpT"
9,4,0.85612774,749759,"The latest update fucks up my phone,thanks @115858",@__Madelineee__ We'd like to help out. Can you tell us what's going on with your phone? https://t.co/GDrqU22YpT
9,5,0.85207975,915233,This update has caused the MOST problems with my iPhone! 😤 @115858 I’m not getting a new phone so stop it!!!,@337318 We're here for you. Click here and let us know what issues you're having: https://t.co/GDrqU22YpT
9,6,0.85110176,809381,@AppleSupport hello my phone has been a piece of crap ever since i got the update,"@312861 We're here for you. DM us the details of the issues you're experiencing, and we'll continue there. https://t.co/GDrqU22YpT"
9,7,0.8507745,2756819,"I can't stand the @115858 update, my phone has never worked so poorly, screen response is slow, I get booted out of app's all the time. Ugh, take me back to 3 weeks ago",@771547 Let's take a look at what's going on with your iPhone together. DM us more details about the lag and the apps that crash and we'll get started. Please include which model of iPhone and which exact version of iOS it's running and we'll get started. https://t.co/GDrqU22YpT
9,8,0.8468645,416749,"Hey @AppleSupport, what did you do to my phone with this latest update?  #clunky #nothingseemstoworkthesameway",@214420 We'd love to help. DM us the specific issue you are experiencing. We can go from there. https://t.co/GDrqU22YpT
10,1,0.7965058,845539,Será que é só o meu celular que está ruim depois dessa merda de iOS 11 ? @115858 @AppleSupport,"@320983 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt"
10,2,0.79057395,868184,@AppleSupport meu iphone 6s só está carregando desligado. comprei ele faz 11 meses. o que eu faço?,"@326135 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt"
10,3,0.78508836,1507990,"@115858 @AppleSupport desde que actualice mi iPhone 7 con iOS11 ha ido de mal en peor!! Se apaga, se traba, se reinicia 😡",@470002 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
10,4,0.77756953,2012240,"Atenção, @AppleSupport, meu telefone está travando toda hora. Quando é que vocês vão arrumar essa droga de iOS 11?","@595011 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join: https://t.co/pvaOFfPbjt https://t.co/GDrqU22YpT"
10,5,0.7752525,13590,Tudo bom ??? Todos estão com o mesmo problema e é sempre com o iPhone 7 o que está acontecendo??? @115858 @AppleSupport https://t.co/pn1UYIjdMo,"@118837 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt"
10,6,0.77152413,629708,"Oye, @AppleSupport pensais solucionar los problemas de iOS 11 algun dia o que. Va muy lento, teclado y bateria sobre más. Ayuda, gracias.",@269176 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
10,7,0.76905704,321747,"@192645 @115858 Mi iPhone se acaba la batería en chinga, se crashea a cada rato y eso era rarísimo aunque en el iPad no he tenido problemas, solo la batería",@192644 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
10,8,0.7676871,758439,Querido @115858 @AppleSupport desde q actualice el software de mi iPhone la batería me dura menos q un pedo en una canasta! 😡😡 que hago?? 😤😤,@301233 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
11,1,0.73294646,2005204,"@AppleSupport, wow - Apple app sent me to store to enroll, Apple store sent me away. Didn’t expect a phone, did expect to order :-/ https://t.co/38UIituOiS",@592977 Try reaching out to the Apple Online Sales Support team here:  https://t.co/8yjRd1Xo0i Questions? DM us. https://t.co/GDrqU22YpT
11,2,0.7254293,697033,@AppleSupport hi I need help. I've been charged for an app purchase even though I cancelled the subscription to do a different package help!,"@286322 Thanks for reaching out! For this issue, reach out to our awesome iTunes Advisors by phone or chat here: https://t.co/SDIe7UiyJN"
11,3,0.7196032,1560033,@AppleSupport  I went to Apple Store in Portland there's no walk in purchase. when we can buy i phone x as soon as possible ?,"@482043 If you contact the store, they'll give you info about availability. Also, here's how to buy it online: https://t.co/f8DbUNfy19"
11,4,0.7176717,2123271,hey @AppleSupport why can't I buy my AppleCare online?,@625479 We'd like to better understand what's happening to help. Please DM us more details here: https://t.co/GDrqU22YpT
11,5,0.71277076,2631595,"So it’s now Day 10 since my iPhone X was supposed to be delivered and still nothing. Although they have taken my £1150, it seems the customer services person @115858 @AppleSupport have stopped responding to my emails #seriouslyHackedOff",@743086 Thanks for reaching out to us about your iPhone X delivery. We'd recommend contacting our Sales Support team directly as they have the tools to look into what's going on. Click here to gets started: https://t.co/8yjRd1Xo0i
11,6,0.70039654,1970980,@AppleSupport I bought nothing recently off of ITunes Store but I got payment method declined? What on earth is going on?,@583814 This article for more info: https://t.co/U96y4MTG7k Let us know in DM if you're still having trouble. https://t.co/GDrqU22YpT
11,7,0.70031893,1738829,@AppleSupport My iPhone X order is “In Progress” Ppl who ordered after me are receiving their deliveries already ! ? Any help?!,@524818 We’d like to get you in touch with our Apple Online Store team for further assistance. Reach out here: https://t.co/8yjRd1Xo0i
11,8,0.6996814,1558114,Trying to buy AppleCare+ after receiving a device has got to be one of the most customer-hostile experiences @AppleSupport  offers.,@35933 If you are having trouble ordering AppleCare+ we'd be glad to help you. Join us in DM. https://t.co/GDrqU22YpT
12,1,0.7940196,1707723,I can not even sign into my Apple ID account! Get it together @115858!! @AppleSupport,@517506 We'd like to help you with this. Are you trying to sign in here: https://t.co/ggVDoc1mU7? Are you receiving an error message?
12,2,0.78523326,2447512,@AppleSupport it has to do with the activation lock and my apple id password,"@701591 Are you having trouble getting it to accept your password, or do you need to reset it?"
12,3,0.7783711,1968995,@AppleSupport I got into trouble making apple ID,@583350 We're here to help. Send us a DM with more information about what you are experiencing with your Apple ID. https://t.co/GDrqU22YpT
12,4,0.7759439,958020,@AppleSupport It asks me to login in to my Apple ID and then nothing happens.,"@347315 Thanks for that information. May we ask, what troubleshooting you've already tried? Let us know in DM. https://t.co/GDrqU22YpT"
12,5,0.7754715,2110849,"@AppleSupport have an issue with being locked out of my Apple ID, and I don't know why it's not working",@436865 Hi there. We'd like for you to gain access to your Apple ID as quickly as possible. Please follow the steps in this article: https://t.co/HH37urdbz9
12,6,0.77155024,668569,Yo @115858 why can’t I change my password for the stupid Apple ID. HELP,@279418 Help is on the way. Send us a DM to get started. https://t.co/GDrqU22YpT
12,7,0.76911634,2775928,@AppleSupport I'm very dissapointed with the help I got today to log into my Apple ID after I told the guy that the trusted number on the account is wrong and since the day I joined Apple I have only had one phone number . Its my own account and I would like it to be fixed please,"@279600 We are sorry to hear you are having trouble with your Apple ID, but as a matter of security, we are unable to assist with Apple ID issues via Twitter.  You would need to reach out to our Account Security Team here: https://t.co/UJm15vmMM2"
12,8,0.76901186,2596422,My Apple ID has been disabled for the last few hours...@AppleSupport has been no help at all. 🙄,@735156 We understand the importance of having access to your Apple ID account. That's not the experience we want you to have. Send us a DM and let us know what's going on. We'll do everything we can to assist. https://t.co/GDrqU22YpT
13,1,0.82099366,2558694,@115858 my phone is fucked up. grrrrr,"@726364 We want your iPhone working for you, we'll do all we can to help. To get started, can you describe for us what's happening in DM: https://t.co/GDrqU22YpT"
13,2,0.8100271,2448396,My phones acting freaking stupid @115858 @AppleSupport wth,@225259 We'd love to help with that. What exactly is going on?
13,3,0.807443,2356531,i️ have never had so many issues with my phone @AppleSupport what the fuck is this,@680775 We're here to help with any issues you're having. Provide us a description of the issues you're having and we'll go from there.
13,4,0.80575633,1822996,Plz tell me I'm not the only one having trouble with my phone. Why does @115858 always do this!!!!! 😩,"@547257 We're here for you! What kind of issues are you having with your iPhone? DM us with details, and we'll see how we can help. https://t.co/GDrqU22YpT"
13,5,0.79741603,2623619,My phone is hella acting up @AppleSupport fix it,"@741177 We can help. DM us the type of iPhone you're using, the iOS version and the details of the situation you're experiencing. https://t.co/GDrqU22YpT"
13,6,0.79411685,2048645,@115858 You guys keep giving me phones that have the same problem as the original phone I brought in😑,@605861 We'd be happy to assist.  Please reach out to us via DM and let us know the issue you're having with the replacement device. https://t.co/GDrqU22YpT
13,7,0.79407287,2185453,My phone won’t work right anymore @115858 wtf fix it i haven’t even had for a year,@640038 We'd love to assist you. Tell us what's happening with your phone. We'll take it from there.
13,8,0.79214776,2980838,@AppleSupport I’m having problems with my phone,"@822153 We'd love to help. DM us details about what's going on, including the model of iPhone you're using and the exact version of the operating system (which you can find in Settings &gt; General &gt; About), and we'll collaborate on getting those issues sorted. https://t.co/GDrqU22YpT"
14,1,0.82687306,827906,my Apple Music hasn’t worked since I got the newest update...what’s goin on @115858,@317222 We're here to help! Send us a DM with details on what you are experiencing to continue. https://t.co/GDrqU22YpT
14,2,0.8188602,2364607,@AppleSupport My Apple Music works fine,@138730 Thanks for the info. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT
14,3,0.81048894,1356380,@115948 @AppleSupport Apple Music isn’t work,@436256 Hey there! What's happening with your Apple Music? What do you mean when you say it isn't working?
14,4,0.79987156,2641047,@115858 @115948 apple music has jammed and won't work. Pointless paying a subscription for something I can't even use. I think I'll be returning to @115888. #iphone #music,@168624 We'd like to help. What's happening when you try to use the Music app on your iPhone? https://t.co/GDrqU22YpT
14,5,0.7994281,2304870,My Apple Music has been messing up since the new update! Cannot think of a worse possible outcome. Not the music @115858,"@668731 What's happening specifically with Apple Music? We'd love to know the details via DM to see how we can help. When you reach out, be sure to let us know what type of device you're using. https://t.co/GDrqU22YpT"
14,6,0.7987102,559117,"@250666 @115858 @917 Think it's Apple's fault, happens ocassionally and restarting the app playing music fixes.",@251116 We'd be happy to look into this further. Please contact us in a DM. https://t.co/GDrqU22YpT
14,7,0.7945755,1141078,@AppleSupport Apple Music has stopped working for me. Any idea what’s going on? https://t.co/vFZb6dRvoR,@388597 We'd be happy to help. Which iOS version are you using? Does Apple Music work on mobile data?
14,8,0.7933224,1911338,@AppleSupport please can you help me with an issue with my apple music?,@569368 Sure thing! We're happy to help. Send us a DM and let us know which device you're using and what's happening. https://t.co/GDrqU22YpT
15,1,0.76539004,1957758,"@AppleSupport I’ve restarted the phone several times, I’ve begun closing out the entire message app after sending every text, that is only way 2 work TY","@183100 That's a great start! Make sure your iOS is up-to-date in Settings &gt; General &gt; Software Update. If so, DM us which iPhone. https://t.co/GDrqU22YpT"
15,2,0.76090443,1450876,@AppleSupport Updated all apps I can. Restarted the phone several times.,@261196 Let's take a closer look. Please reach out to us via DM and we can go from there. https://t.co/GDrqU22YpT
15,3,0.75693536,1179740,"@AppleSupport I restarted the phone lot of times, does not help.
Frustrating! To say the least","@397447 We can certainly look into this further with you. Send us a Direct Message, and we’ll go from there."
15,4,0.7486105,433113,@AppleSupport My messages are not working as they should. They are delayed going out and coming in and I’ll receive the same single message several times.,"@218009 Since having this issue, have you had the chance to force quit Messages? Those steps are here: https://t.co/RqqIctrDWV"
15,5,0.74653256,1413518,@AppleSupport I got it. The issue was fixed by rebooting the phone. Should have tried that before contacting you 😅,"@448494 We’re happy to hear that, you know how to find us if you ever need help again. We're online every day from 5am-8pm PST."
15,6,0.74224496,2751493,@115858 @118936 @AppleSupport I tried everything to fix this message app. Please help. #SOS #iphonex #unhappycustomer #apple #isrotten https://t.co/dldQJSer9G,"@770298 Glad to see it is working for you now! If you need help in the future, don't hesitate to reach out. Have a great day."
15,7,0.738786,2914687,"@AppleSupport  #iMessages are not working on any device and several people has confirmed this issue, messages are not going through.","@806818 We'll be happy to help out. We're not seeing any issues with iMessage at the moment: https://t.co/7NVrDovSd8  
If you're experiencing problems sending or receiving iMessages though, check out: https://t.co/2hgNQH8Vvq

Let us know if the steps here help out at all."
15,8,0.7355351,2402251,@AppleSupport Yes it only happens with the messaging app. And it’s been going on for hours!,@691136 We undersatnd. Let's take a closer look at this issue. DM us your iOS version and we'll continue there. https://t.co/GDrqU22YpT
16,1,0.791154,2551403,What the heck? All my photos disappeared after I installed IOS11.0.3 and after I restart my phone...?! @AppleSupport,@724816 Our Apple Apps team would be best equipped to work with you. You can reach out to them here:  https://t.co/IBIY3vMgPj
16,2,0.78139925,561782,".@AppleSupport i deleted hundreds of photos and videos, emptied the trash &amp; still my iPhone says it's full and can't take a photo. Why?","@251459 We'd be happy to look into this with you. In DM, please let us know the iOS version you're using. https://t.co/GDrqU22YpT"
16,3,0.7801232,2153425,OVER 2000 PHOTOS JUST UP AND VANISHED OFF MY PHONE. WHAT THE HELL @AppleSupport,@632735 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT
16,4,0.7769972,2119485,hey @115858 i just lost all the photos on my phone and i’m kinda freaking out please help,@624604 We want to make sure you get your photos back. Please reach out to our Photos team here: https://t.co/IBIY3vMgPj
