candidate_intent,rank,similarity,customer_tweet_id,customer_text,support_text
battery_charging,18,0.60989213,856645,@AppleSupport my #iphone7 has 8 months and the battery does not charge. Help me #iPhone the battery doesn’t work,@323436 Hi. We're here for you. Have you checked out the steps here: https://t.co/uqxquyfdn0 Let us know.
battery_charging,19,0.6094163,1720831,"@AppleSupport Updated my phone with the new IOS two hours ago, phone refuses to charge ever since ?  Massive battery problems",@520810 We understand how important it is to be able to charge your iPhone. DM us and let us know your iPhone model. https://t.co/GDrqU22YpT
battery_charging,20,0.6091048,403608,Can @115858 sort out their battery issue plsssssss 😡😡😡😡,@211528 Let's look into this for you. What kind of battery issues are you experiencing? Let us know in DM. https://t.co/GDrqU22YpT
keyboard_text_input,1,0.62360644,2127269,@115858 please correct the keyboard issue- #annoyed,"@543449 Fill us in via DM on the issue you're experiencing with your keyboard and on which device, then we can help out. https://t.co/GDrqU22YpT"
keyboard_text_input,2,0.6198299,2000949,"@115858 what’s up with the keyboard glitch? Letters coming up all wacky, your customer service peeps don’t seem to know. #ibitch #iphone https://t.co/chBSwFTCbe","@591667 Which device and version of iOS are you using? Check Settings &gt; General &gt; About, and let us know in DM. https://t.co/GDrqU22YpT"
keyboard_text_input,3,0.619508,1736043,@AppleSupport please fix the fucking problem with keyboard or I’ll switch to  @117159,@524147 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
keyboard_text_input,4,0.61513335,1993443,@115858 @2531 what’s up with this automatic error that keeps happening when typing certain letters,@589953 We're here for you and happy to help. Can you tell us what the error is that you see? DM us and let us know. https://t.co/GDrqU22YpT
keyboard_text_input,5,0.6123239,1565193,@115858 can y’all PLEASE fix the issue with your keyboard and specific letters turning to symbols???,@483213 Thanks for reaching out to us for support. Please check out this link: https://t.co/gKAEL4Osf4
keyboard_text_input,6,0.6086275,426157,@AppleSupport I literally have had my computer less than two weeks and now several letters on my keyboard are not working.,@216362 We want your computer to work just as you expect. Check out this article for next steps to help: https://t.co/59OXeh3YgB
keyboard_text_input,7,0.59847033,1928414,@AppleSupport Software keyboard. It’s happening to my colleague also..,@573889 Which apps and iOS version are you using when this happens?
keyboard_text_input,8,0.5982955,1449219,@AppleSupport has anyone reported problems with their keyboard lately. Both my fiancé and I️ are getting a Unicodes when using the letter I️,@456285 Let’s dig a little deeper to see what we can find out. Let us know which version of iOS you’re running in DM to proceed. https://t.co/GDrqU22YpT
keyboard_text_input,9,0.59794825,1620580,"@115858 needs to fix the problem with the letter ""I"" when one tries to type it.",@496672 We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT
keyboard_text_input,10,0.5975561,1240112,"@115858 @AppleSupport yo every time i type “it” auto corrects to I.T. My friends are also having this problem, resetting keyboard does nothin",@410882 We want to help. DM us and we'll meet you there. https://t.co/GDrqU22YpT
keyboard_text_input,11,0.5948094,1716618,@AppleSupport can y’all fix our keyboards b/c everytime someone types the letter i all I see is a letter A and a box with a question mark!,@519826 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
keyboard_text_input,12,0.59366155,2499354,@115858 FIX your keyboard issues ASAP,@713115 Let's work on this together. What kind of issues are you having with the keyboard?
keyboard_text_input,13,0.5856856,1995365,@115858 fix the keyboard.,@590023 Hello! Let's work together to figure this out. What device &amp; operating system are you using? What's the issue? DM to let us know. https://t.co/GDrqU22YpT
keyboard_text_input,14,0.5829613,2007043,"Come on @115858, fix this damn keyboard issue I️","@593493 Our website here may help you: https://t.co/xU1AGIa4ME Check it out, and DM us if you have any questions. https://t.co/GDrqU2kzhr"
keyboard_text_input,15,0.58278644,2710513,When will @AppleSupport fix the keyboard issue? 🤔😒,@251850 We'd be glad to be of assistance. We have addressed this issue in our recent iOS 11.1.1 update: https://t.co/uQeXsrrlXJ
keyboard_text_input,16,0.577399,1742486,FUCKING @AppleSupport FIX MY KEYBOARD WHAT IS GOING ON,"@525622 Tell us what's happening with the keyboard, and on which device? We'll see how we can help."
keyboard_text_input,17,0.57680357,1443346,@AppleSupport why haven’t you fixed the keyboard issue?,@454891 We've received your DM as well. Thanks. We'll provide you an update there.
keyboard_text_input,18,0.5764032,1703076,@AppleSupport WHAT THE FUCK IS WRONG WITH MY KEYBOARD I️ CANT TYPE THE LETTER I️ LIKE WTF,@195604 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
keyboard_text_input,19,0.5760975,1415605,@AppleSupport Can y’all fix y’all keyboard problem please it’s pissing me off,@448975 We can help. DM and tell us what version of iOS you see under Settings &gt; General &gt; About &gt; Version. https://t.co/GDrqU22YpT
keyboard_text_input,20,0.57365894,1767357,@115858 please fix the keyboard issue with the letter eye turning into A?,@531431 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
connectivity,1,0.61132574,283598,@AppleSupport needs to tell me why only their phones are kicking me off of wifi but my laptop is perfectly fine.,@183558 We can help with Wi-Fi.  How many devices are having issues?  Is this a home network?
connectivity,2,0.6024345,229162,"@115858 hi apple what is wrong with your phones ?! I cannot connect to WiFi anymore, Bluetooth comes when it wants to. Fix it or android f me",@170650 We want to help. Which iOS version are you using on your iPhone? When did these issues begin?
connectivity,3,0.59308064,710093,@AppleSupport Wifi,@289796 Are you able to test on a different Wi-Fi network or when only using cellular data? Let us know and we'll continue.
connectivity,4,0.59308064,1771789,@AppleSupport WiFi,@155649 Have you tried internet recovery via Ethernet? DM us with details here: https://t.co/GDrqU22YpT
connectivity,5,0.5807152,1212336,@AppleSupport annoyed by my iPhone 7 and it’s inability to connect to Blue Tooth and WiFi at times #Frustrating,@404549 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT
connectivity,6,0.57755184,1224198,@AppleSupport Thing happens no WiFi and data,@158799 OK. Is this occurring with one song or artist in particular or with any song you try to add to your library?
connectivity,7,0.564132,1061470,@AppleSupport iphone 7plus kendi kendine Bluetooth ve wifi açıyor. Batarya kullanım süresi rezalet. Oyunlarda donma ve kapanmalar var,@370632 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
connectivity,8,0.5625821,865886,@AppleSupport I tried both WiFi and cellular,@325615 Is it possible to try downloading another song or album to see if the issue continues?
connectivity,9,0.55503494,2261485,@AppleSupport Computer is operational at the moment and I’ve tried a different wifi network and still same result. Any other options?,@479258 Let's try connecting it to the computer and updating through iTunes. Let us know if you have any issues doing it that way.
connectivity,10,0.5548135,2241251,Hey @115858 @AppleSupport can you fix the  Bluetooth Disconnect issue?,@653459 Welcome back! Let's see about where we left off as it's been a while. Have you since updated to iOS 11.1.1? Let us know in DM and we'll work together to get this solved. https://t.co/GDrqU22YpT
connectivity,11,0.5537566,129637,@AppleSupport It’s not solve he say it’s phone problem not carrier problam plz solve urgently,@145221 We'd be happy to take a closer look into this with you. Please come on over to DM and we'll continue there. https://t.co/GDrqU22YpT
connectivity,12,0.551104,2731241,@AppleSupport Can’t call or take calls can’t text can’t make WiFi calls,"@765661 Let's try following this article step by step, and let us know the result: https://t.co/U53YusKX3z"
connectivity,13,0.5468319,965795,.@AppleSupport 1) random apps keep opening 2) my cellular data keeps being turned off 3) wifi and bluetooth keep turning on,@349193 DM us using the link below. We're glad to work with you. https://t.co/GDrqU22YpT
connectivity,14,0.5430635,325941,@AppleSupport after updating. My wifi and bluetooth are not functioning properly. Wifi works for a minute or two then it disconnects. https://t.co/Cg9e3XHlV9,@189521 We are here to help. Does this happen with all networks or just certain ones?
connectivity,15,0.5396889,2453626,@AppleSupport countless hours phoine and physical to resolve (not) issues with connectivity. Second iPhone 6plus again failed. I'm battered.,@570211 Thanks for reaching out! We’d like to take a closer look at this with you. Please use the DM link to share more details. https://t.co/GDrqU22YpT
connectivity,16,0.53421795,2948377,"@AppleSupport I can’t download apps, the update, or get online. WiFi is fine on other devices.","@814284 Let's look into this together and see if we can't get your device back online as soon as possible. To ensure we're on the same page, which device and software version are you using? Is this happening on both Wi-Fi and Cellular Data?"
connectivity,17,0.5330571,303120,"@188350 @115858 I was stuck on an airplane with no Wi-Fi for 8 hours so slow reply. Many issues. Freezes, app crashes, battery drain it’s goes on.",@188349 We'd be happy to look into this with you. Send us a DM to get started. https://t.co/GDrqU22YpT
connectivity,18,0.53036934,1882699,Everytime I switch my phone on from not using I’ve lost WiFi connection. Something wrong with my broadband or another crap update from #iphone @115858 @AppleSupport,@561842 Check out our article with Wi-Fi troubleshooting steps: https://t.co/sXbhzfS2lM DM us if you need further help. https://t.co/GDrqU22YpT
connectivity,19,0.5283262,2519486,"Getting kicked off your Wi-Fi every 5 min @AppleSupport , can't they fix this. Terrible #applesucks",@717670 This is certainly not the behavior we want you to experience. We want to help! Can you DM us which Apple device you're using? https://t.co/GDrqU22YpT
connectivity,20,0.52748954,967321,I’m about to return the stupid #AppleWatch3 after a week trying to activate the cellular connection. @115858 and @ATT couldn’t help. #fail,@349593 Send us a DM and let us know more details. We'll do our best to help. https://t.co/GDrqU22YpT
apple_id_account,1,0.67954314,553506,@AppleSupport for some reason my Apple account has been disabled. I cant figure out why and how to get help with this. Can you help me please with how I can get this corrected. https://t.co/lVqsNHt3Nq,"@249093 We'll gladly help with this, so you can get back to downloading your favorite apps. You can go to https://t.co/blQI4wX8qY to unlock your account with your existing password or to reset it. Check out this link for help: https://t.co/HH37urdbz9 

DM us the results: https://t.co/GDrqU22YpT"
apple_id_account,2,0.66577864,2110849,"@AppleSupport have an issue with being locked out of my Apple ID, and I don't know why it's not working",@436865 Hi there. We'd like for you to gain access to your Apple ID as quickly as possible. Please follow the steps in this article: https://t.co/HH37urdbz9
apple_id_account,3,0.6437318,2447512,@AppleSupport it has to do with the activation lock and my apple id password,"@701591 Are you having trouble getting it to accept your password, or do you need to reset it?"
apple_id_account,4,0.6414273,324263,@AppleSupport dont hav solution 2 recover Apple id password. I'm struggling since last 3months. Even though giving proof of device ownership,@193245 This article may help: https://t.co/0uGi5ZBDyn You can reach out with questions here: https://t.co/UJm15vmMM2
apple_id_account,5,0.6301134,1941022,"@AppleSupport Just says “An error occurred during activation. Try again”
Apple ID and Password are correct as i have been trying this all day.",@577241 Thank you for those details. Let's try the steps in this article to see if they fix the problem: https://t.co/jhvYu3nzpA
apple_id_account,6,0.6098268,610301,"@AppleSupport My phone says my Apple ID has been disabled ,How do I fix this?",@265101 Thanks for reaching out! We've received your DM. Look for a reply there shortly.
apple_id_account,7,0.60961026,2596422,My Apple ID has been disabled for the last few hours...@AppleSupport has been no help at all. 🙄,@735156 We understand the importance of having access to your Apple ID account. That's not the experience we want you to have. Send us a DM and let us know what's going on. We'll do everything we can to assist. https://t.co/GDrqU22YpT
apple_id_account,8,0.60525185,1548794,@AppleSupport Can I DM you guys something? Having an Apple ID issue,@479442 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT
apple_id_account,9,0.6026033,2948294,@AppleSupport Apple password I called apple support and they told me to start account recovery I did and nothing happened and I did it again and nothing,@814266 Thanks for following up. Send us a DM so we can chat there. https://t.co/GDrqU22YpT
apple_id_account,10,0.60105,875250,@AppleSupport why is my Apple ID disable?,@327807 We’re here for you. This article explains reasons and steps to resolve this concern: https://t.co/LuraNem3ac
apple_id_account,11,0.6007183,1100866,@AppleSupport why is my Apple ID disabled?? I started the account recovery process Thursday &amp; was supposed to get a text/call last night but never did 😤,@379735 We'd be happy to look into this with you more in detail. Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT
apple_id_account,12,0.5992036,701638,"@115858 help me, my apple id has been disabled. I can reset my password. But i'm forget the security question and cannot reset it. Please help my phone","@287503 This article may help: https://t.co/0uGi5ZBDyn 

You can reach out with questions here: https://t.co/UJm15vmMM2"
apple_id_account,13,0.59822994,81778,@AppleSupport Is there anyone I can speak to about a disabled Apple ID? I am in the UK but always redirected to the US site with no options available.,"@250323 Thanks for reaching out!  This article can help if your AppleID has been disabled: https://t.co/DYEXEbD7Im   If you still need assistance after those steps, feel free to DM us. https://t.co/GDrqU22YpT"
apple_id_account,14,0.5944145,1335172,@AppleSupport major issues today? Mine and daughters apple ids won’t verify https://t.co/trBhbp62ub,"@431457 We'd be happy to look into what's going on with your Apple IDs. To start, can you tell us what happened prior to this?"
apple_id_account,15,0.5938827,938924,@AppleSupport @AppleSupport  I can't download any app he say your apple id has been disabled,@342577 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT
apple_id_account,16,0.58525443,1968995,@AppleSupport I got into trouble making apple ID,@583350 We're here to help. Send us a DM with more information about what you are experiencing with your Apple ID. https://t.co/GDrqU22YpT
apple_id_account,17,0.5850117,599072,6 attempts to change my Apple account password and getting absolutely nowhere ... “password change successful” but still can’t sign in? 👍🏻 @AppleSupport,@262083 We can help you with logging into your Apple ID. Where are you being asked to sign in?
apple_id_account,18,0.58353966,2925617,Dear @AppleSupport need help with Apple ID....again.,@549555 Let's look into this for you. What are you experiencing with your Apple ID? Let us know in DM. https://t.co/GDrqU22YpT
apple_id_account,19,0.58114827,2050170,is anyone else having trouble with their Apple ID? can’t log into anything and App Store won’t even load 😪 @AppleSupport,@422184 Let’s work together on this. Are you able to sign in to the Apple ID website? https://t.co/ggVDoc1mU7 Let us know via a DM. https://t.co/GDrqU22YpT
apple_id_account,20,0.5804858,2622646,"Hi @AppleSupport. My id has been locked because of security reasons. When i try to unlock, i get below shown error message. What do i do? Not able to use iphone. https://t.co/HQ1QjNnfq3","@661255 Having access to your account is important and we're happy to help. Since you're unable to complete verification online, you'll need to work with our Apple ID Support team at https://t.co/UJm15vmMM2. They'll be happy to assist."
messaging,1,0.7206579,856148,@AppleSupport sms messages. my imessages are fine,@323311 Let's see if there are any carrier updates available: https://t.co/bfoi2mhtX3
messaging,2,0.64092577,451391,@AppleSupport my iMessage is not working like I can’t send messages,@222040 We know how important it is to stay in contact with iMessage and we're here to help. Check out the steps in this article: https://t.co/2hgNQH8Vvq
messaging,3,0.6335748,1531061,@AppleSupport something’s wrong with my SMS somethings they are not send... 🙁,@362202 We've got you covered. Check out the steps in the following article and let us know if this continues: https://t.co/2hgNQH8Vvq
messaging,4,0.6308607,570917,@AppleSupport  my phone will not send sms text messages. I’ve tried every quick fix but to no avail my text messages won’t work but my iMessages will work.,@254079 Hi there! We'd be happy to look into this with you. Send us a DM to get started. https://t.co/GDrqU22YpT
messaging,5,0.6274234,1942455,@AppleSupport iMessage keep going crashing when I try send message! iMessage have a bug problem crashes! So your need to update software fix message bug,"@577569 When you say ""crashing"" do you mean that the app is closing out completely? Let us know in a DM. https://t.co/GDrqU22YpT"
messaging,6,0.6258114,1709912,"@AppleSupport Waiting in carrier to get back to me, can use SMS with no issues","@518061 Thank you for letting us know! Please send us a DM, and we'll continue there. https://t.co/GDrqU22YpT"
messaging,7,0.62025976,2906801,My iMessage hasn't been working properly for months fix this @115858,@804906 Let's take a look together. Which device are you using with iMessage? What happens when you try to send or receive a message?
messaging,8,0.6181705,892798,@AppleSupport why do SMS messages not send properly since the update?,@331993 What happens when you try to send those messages. We want to help you get that cleared up.
messaging,9,0.6162297,372897,@AppleSupport I have a major problem with iMessage? I’m not receiving all iMessages and the read notifications are messed up,"@204366 Let's look into this together. Firstly, which software version are you running? Also, what's happening with your read tags?"
messaging,10,0.61433995,644917,@AppleSupport is iMessage having some issues lately?,@273063 We'd be happy to look into this with you. Could you please tell us what is happening with your iMessage?
messaging,11,0.6116428,2458752,"@AppleSupport For sending, just an error that it’s not delivered, but can send as a text. Nothing on receiving, phone and data have no problems",@704169 Thank you. Please restart your device if you haven't done so and then attempt to send a message again. Let us know if it still will not deliver properly.
messaging,12,0.60832065,2978888,#ios11 bug crash iMessage bug @115858 please fix it https://t.co/6Jv2TQZTkG,"@821570 We'd love to help. DM us your complete software version from Settings &gt; General &gt; About, next to version. https://t.co/GDrqU22YpT"
messaging,13,0.59553707,1049196,"@AppleSupport Speech to text doesn’t work anymore, apps freeze/time out often, imessages don’t send, battery drains much more quickly than 3 weeks ago",@367979 What happens when you attempt to use the dication feature? What's the exact version of iOS 11 installed on your devices?
messaging,14,0.58667684,208881,@AppleSupport for some reason my iMessage/FaceTime isn't working and I can't send texts to people. Please can you help me figure this out,"@165434 We'd be happy to look into what's going on. To start, can you let us know which device and software version you're using?"
messaging,15,0.5862715,1760207,"@AppleSupport having an issue where my messages are stuck on ""sending""",@519099 This is certainly not the behavior we want you to experience. Could you tell us which iPhone and iOS version you're using?
messaging,16,0.58524215,486173,"@AppleSupport my iPhone won’t send any iMessages, only texts. Happened to a few other people as well so it’s not my phone","@229214 Let's start with the steps here: https://t.co/2hgNQH8Vvq to get those messages going. If those don't help, let us know in DM and we'll work from there. https://t.co/GDrqU22YpT"
messaging,17,0.5842901,1917998,@AppleSupport I found a bug in iMessages https://t.co/idHVJw50uc,@571229 We can assist you. Please DM us with your device model that is experiencing the iMessage issue via the following link. https://t.co/GDrqU22YpT
messaging,18,0.5824262,2705057,@ATT and @115858 are terrible. Bought a new phone 2 days ago and my iMessage nor FaceTime works. And they act like they can’t fix it 🤦🏾‍♂️ I need a new phone or something ❗️❗️,@759729 Meet us in DM and we'll take a look at your FaceTime and iMessage registrations: https://t.co/GDrqU22YpT
messaging,19,0.58207047,1762177,"@AppleSupport why are some of my imessages not coming through to my phone. I have tried all I can find, turning off iMessage etc Please help","@432951 We can offer some help. Let's verify that you've tried all the steps here, &amp; let us know if that helps: https://t.co/2hgNQH8Vvq"
messaging,20,0.5811581,1942967,@AppleSupport iMessages,@577706 Do you have your Banners alerts set to Persistent? Here's how to check: https://t.co/2txgOv5s2M Let us know if this helps. https://t.co/GDrqU22YpT
apple_services_apps,1,0.6796369,2263510,@AppleSupport I️ have been to Apple Authorized Service Providers to fix the same issue 3 times. Are there any other solutions?,@658945 We'd like to look in to this with you further. Please DM us about the issue you're experiencing with your Mac and we'll go from there. https://t.co/GDrqU22YpT
apple_services_apps,2,0.6754199,2077901,@115858 Who do you complain to when you are getting appalling service from an Apple Store?,"@614548 We'd like to look into this for you. Please send us a DM with details, we'll meet you there to learn more. https://t.co/GDrqU22YpT"
apple_services_apps,3,0.6525768,1612679,@AppleSupport  very bad service Apple service centre https://t.co/XTKwvT3B0n,@407232 Thanks for reaching out. DM us more info about your experience and we'll get you to the right spot. https://t.co/GDrqU22YpT
apple_services_apps,4,0.6366986,2516020,@AppleSupport Why can't I place or receive calls? @ATT said it's an Apple issue. Please advise?,@716735 We know being able to use your iPhone as expected is huge and want to help. Let us know if the steps in the article help with your issue: https://t.co/U53YusKX3z
apple_services_apps,5,0.63054985,950940,"@115858
I have contacted apple support 3 times to solve a simple problem on my phone, &amp; every time they have done nothing but cause another",@345566 We want to make sure your concerns are addressed properly. Let's meet up in DM to discuss the matter in greater detail. https://t.co/GDrqU22YpT
apple_services_apps,6,0.6274109,699582,"@115858 I’m having issues and would like to make a complaint, but no one seems to be willing to help at Apple Support UK.",@286894 We'd like to look into this with you. Please share more info with us in DM to start. https://t.co/GDrqU22YpT
apple_services_apps,7,0.6239513,1826455,"@AppleSupport  Please learn something about good customer support, apple has the worst support ever.. no one answer me!","@302038 It looks like we previously responded to you in DM, but didn't hear back from you there. Let's continue our conversation in DM. https://t.co/GDrqU22YpT"
apple_services_apps,8,0.6232677,2441864,"Don't ever contact @AppleSupport if you need help! IF they even answer, they will only hang up or tell you a load of crap. I'm so sick of all of these problems with Apple.
-An Angry Freakin' Customer",@700269 That's not the experience we want you to have.  Send us a DM letting us know more about what you are experiencing.  We'll be glad to help. https://t.co/GDrqU22YpT
apple_services_apps,9,0.6188358,1980568,Apple customer service is horrible!  48 hours to diagnose 1 year old computer! Unacceptable! @115858 support,"@586281 We'd love to take a closer look at your experience. Please send us a DM with more details, and we'll go from there. https://t.co/GDrqU22YpT"
apple_services_apps,10,0.6145107,2081968,"@116333 I am fed up with Apple online customer service with very poor response. What shall I do Tim ?
Shall I dump my iPhone ?",@615715 We may be able to help. Send us a DM and let us know what's been going on. We'll do our best to assist. https://t.co/GDrqU22YpT
apple_services_apps,11,0.61208606,1983949,@AppleSupport please help.. been to apple twice in 4 days and still having issues,@587243 We'd love to help. Please click here to join us in DM. We'll continue there: https://t.co/GDrqU22YpT
apple_services_apps,12,0.60907286,948867,Fix the problem with the app store @115858,@345023 Please tell us what issue you're having with the App Store? We'd like to help.
apple_services_apps,13,0.5924966,2278557,@AppleSupport Have already tried that and also tried ur customer care. No one can seem to help me. I can’t even update my apps or sign out,@662512 We are here for you. Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU22YpT
apple_services_apps,14,0.5921034,96928,"@AppleSupport My iPhone Has A Lot Of Bugs Recently, Uber And A Few Banking Apps Not Working Completely. Please Contact And Assist.",@137156 We'd like to help. What exactly happens with these apps when you try using them? Are there any app updates available in the App Store?
apple_services_apps,15,0.59043276,557919,Who else is having a problem with their IPhone @115858 @AppleSupport,@250308 We would like to hear more about what is going on. Please send us a DM with details and we will go from there. https://t.co/GDrqU22YpT
apple_services_apps,16,0.5894723,35991,"@AppleSupport Apple Customer Support in decline. Talked over, ignored, abrupt, didn’t listen and to finish it off put the phone down on me. Thanks @115858 @AppleSupport think you need to send 1 individual back to customer service school. #poor #notapple",@481360 We’d like to learn more about your experience. Please meet us in DM to begin. https://t.co/GDrqU22YpT
apple_services_apps,17,0.5891729,962220,@116333 Hi Tim. my friend have problem with payment security in iTunes. Is anyone in @applesupport who can help us to solve this problem?,"@348327 Helping a friend is a great thing to do. Please have them contact us directly, and we'll go from there. https://t.co/GDrqU22YpT"
apple_services_apps,18,0.5890885,856667,@AppleSupport I keep getting a message that Apple Pay is temporarily unavailable,@323441 What device are you currently using with Apple Pay? We'll help out.
apple_services_apps,19,0.5880368,2285605,@115858 @AppleSupport There are many problems on my MacBook Pro. Customer service unable to help. What should I do ? 😑😑😑,@664167 We'd like to see how we can help. DM us and we'll continue with you there. https://t.co/GDrqU22YpT
apple_services_apps,20,0.5845022,1271114,@115858 what wrong with your apple store .. #iOS11 #sucks,@417603 Thanks for reaching out. Which Apple Store are you referring to? DM us and let us know. https://t.co/GDrqU22YpT
photos_media,1,0.62478167,2550309,"@115858 
camera troubles are happening. What the? https://t.co/apDcgCCUxq",@708488 We are here to help. DM us your iOS version and your device model we can take a look at this. https://t.co/GDrqU22YpT
photos_media,2,0.6012093,2626449,@AppleSupport why why why have all my photos and videos disappeared,@741846 We want to help get those back for you. Could you DM us your iPhone model and iOS version to begin? https://t.co/GDrqU22YpT
photos_media,3,0.58932817,557727,@AppleSupport I mean my photos and videos. They just vanished from my device.,@250259 So they're missing from the Photos app?
photos_media,4,0.57791007,2381318,I can’t access ANY of my photos in my camera roll? They’re all failing to load? Getting pissed off rn. @AppleSupport,@542207 We want to help. Can you tell us which steps you've tried so far? This way we won't have you do any steps over again.
photos_media,5,0.5757939,2271921,@AppleSupport why did all my photos and videos delete by itself,@660947 We know your photos and videos are important. Let’s get you in touch with our Photos experts: https://t.co/IBIY3vMgPj
photos_media,6,0.5719587,1269046,@AppleSupport why are a lot of my photos unable to send or even load?! They have a ‘!’ In the corner. It’s a joke. Over to @125607.,@417148 Hi there. We know how precious photos can be and want to help. Can you DM us if you use iCloud Photos? https://t.co/GDrqU22YpT
photos_media,7,0.56464905,2448355,"@AppleSupport any idea why my phone keeps freezing up, and why several hundred pictures were randomly deleted from my phone?",@701795 We certainly don't like to hear that. If you send us a DM with your iOS version we can go from there. https://t.co/GDrqU22YpT
photos_media,8,0.5626736,148237,@AppleSupport Constantly freezing... camera won't works... claims to be full even after removal of photos and several apps... etc etc,"@149726 Do you know what version of the iOS is on the device?  You can check under Settings &gt; General &gt; About &gt; Version. 

Let us know in Direct Message so we can take a closer look. https://t.co/GDrqU22YpT"
