customer_tweet_id,support_tweet_id,customer_author_id,customer_text,support_text,customer_created_at,support_created_at,label,candidate_score
2020630,2020628,597567,".@AppleSupport Your ios 11.0.3 “update” downloaded automatically, when I declined to download. My iPhone freezes and loses battery life fast",@597567 We know it’s important for your iPhone to run smoothly. DM us when you notice when it becomes unresponsive to continue. https://t.co/GDrqU22YpT,Sun Nov 05 00:57:46 +0000 2017,Sun Nov 05 03:39:30 +0000 2017,software_update,0.5744839
1910231,1910230,569075,Since I updated my iOS my @115858 iPhone has been cutting out streaming music and making it's own decisions with when to use WiFi. It sucks.,@569075 Let's see what we can do to help with your streaming and Wi-Fi issues. Where are you streaming from? Let us know in DM. https://t.co/GDrqU22YpT,Tue Oct 24 21:45:20 +0000 2017,Tue Oct 24 21:58:32 +0000 2017,apple_app_service,0.41300708
1049413,1049412,368026,@115858 aye bruh my phone done froze like 5 times under the IOS update was up with that y'all straight?,@368026 We're here to help. Is this happening with a specific app? Do you have iOS 11.0.3? When did you install the update?,Fri Oct 13 00:33:42 +0000 2017,Fri Oct 13 01:05:00 +0000 2017,software_update,0.46565318
41556,41555,125135,@AppleSupport locked out of my iPad. Followed instructions but it hasn’t worked. Please help. Also I want to turn this feature off,@125135 Let us know exactly what you see on your display currently. This will help us determine the best next steps to assist.,Wed Nov 01 06:21:00 +0000 2017,Wed Nov 01 12:59:31 +0000 2017,apple_id_account,0.36371526
2141618,2141617,629737,Seriously? @115858 @AppleSupport This is not good enough! Look how slow it is! #apple #iPhoneX #iPad #Obsolete https://t.co/M3TmFUSNc7,@629737 We'd like to help. Send us a DM and we can start there. https://t.co/GDrqU22YpT,Wed Nov 08 22:39:54 +0000 2017,Wed Nov 08 22:58:00 +0000 2017,apple_app_service,0.3703367
2502050,2502048,713680,"@AppleSupport why does my music app now not work? Whenever I go on it it just crashes, I love to listen to music but I can’t now because of this bug. Please respond",@713680 Let's get working on this so you can enjoy your music again. Are you an Apple Music subscriber or do you purchase and/or sync music through iTunes?,Wed Nov 15 19:43:50 +0000 2017,Wed Nov 15 20:03:38 +0000 2017,apple_app_service,0.35019547
1343653,1343651,433378,@115858 ever since I downloanded ios11 and the following updates I can no longer open my music app...,@433378 Let's check it out. Which device does this happen on? Has the device been restarted?,Fri Oct 27 13:15:52 +0000 2017,Fri Oct 27 16:18:29 +0000 2017,software_update,0.43403494
2780643,2780641,223066,@115858 hi my iPhone keeps saying Apple is disable and it won’t let me update any apps why is this xx,@223066 Let's take a look at the steps in this article. https://t.co/HH37urdbz9,Tue Nov 21 16:34:36 +0000 2017,Tue Nov 21 16:39:00 +0000 2017,software_update,0.51527435
484530,484528,230303,@AppleSupport 40% battery but because it’s slightly cold outside my phone turns off and says it’s flat why is this? I have to warm it up so it turns back on it’s like 7 degrees so not freezing https://t.co/oiraEBORHJ,"@230303 If this only happens in cold temperatures, it may be expected. This article goes into more details on the ideal ambient temperature: https://t.co/otCvUAaFQq Using the device in very cold temperatures may temporarily shorten battery life and cause it to shut off.",Fri Dec 01 09:14:51 +0000 2017,Fri Dec 01 14:56:00 +0000 2017,battery_charging,0.39195997
667812,667810,164995,@AppleSupport I stopped using my Apple Music and now all my iTunes music purchases are gone! From when I the iPhone 3g. Where is my music! https://t.co/6qCpgEkeLh,@164995 Our iTunes Store team may be best equipped to assist you with the issue you described. You can reach out to them here: https://t.co/SDIe7UiyJN if you have any other questions please reach out to us in DM. https://t.co/GDrqU22YpT,Thu Nov 23 03:33:39 +0000 2017,Thu Nov 23 03:46:59 +0000 2017,apple_app_service,0.41989952
1725698,1725697,521919,this new iphone update is KILLING ME I’ve never had a phone this slow. Makes me miss my brick phone. @115858,@521919 Send us a DM detailing what's specifically being slow on your device. We'll help you from there.,Tue Nov 07 03:04:10 +0000 2017,Tue Nov 07 05:07:56 +0000 2017,software_update,0.40967917
1785195,1785194,536363,I just updated my phone and suddenly everything takes ages to load wtf @115858 this update sux I hate it fix it bye,@536363 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this together. https://t.co/GDrqU22YpT,Wed Oct 11 07:21:34 +0000 2017,Wed Oct 11 13:40:27 +0000 2017,software_update,0.37908378
394549,394548,209476,@115858 No more updates for the iPad? Mine is still at 9.3.5 #apple #ipad,"@209476 Hello! Updates depend on the model you have. If you aren't able to update to iOS 10, you wouldn't be able to update past 9.3.5.",Mon Oct 09 16:24:30 +0000 2017,Mon Oct 09 17:57:54 +0000 2017,software_update,0.40153375
1755161,1755160,528588,@AppleSupport we spend hundreds of dollars on your products and one of the latest iphone models cant even last 2 years...what a joke,@528588 We can understand your concern and we want to help. DM us and we'll look into this from there: https://t.co/GDrqU22YpT,Tue Nov 07 16:31:40 +0000 2017,Tue Nov 07 19:19:00 +0000 2017,apple_app_service,0.40183854
2633068,2633067,244904,"Dear @115858 your iOS 11 is giving issues of battery levels. Sometimes the battery is at 7 % but when you connect to charger or maybe unlock phone after locking, the battery becomes 15%. Why and what??",@244904 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this with you there. https://t.co/GDrqU22YpT,Fri Nov 17 18:14:22 +0000 2017,Fri Nov 17 19:12:12 +0000 2017,battery_charging,0.37692153
402625,402627,211250,@AppleSupport thank you. That sorted it. Top support from Apple.,@211250 That's great. Enjoy the rest of your day!,Mon Oct 09 20:49:18 +0000 2017,Mon Oct 09 21:36:04 +0000 2017,apple_app_service,0.35654137
2843865,2843867,791138,"@AppleSupport IPhone 7; it won’t properly load the podcast, and keeps saying that it’s unavailable. I can usually play it for a bit, but if I pause it it stops working, and the time bar doesn’t load in at all",@791138 Got it. Does this happen to all episodes and subscriptions? Both audio and video?,Mon Nov 27 17:56:55 +0000 2017,Mon Nov 27 18:11:29 +0000 2017,software_update,0.35273582
939087,939085,342617,How come anytime you update any @115858 product it stops working? #annoying,"@342617 We're here to help. Could you tell us which device you're using, the software version it's running, &amp; some more details on what is happening?",Sat Nov 25 16:50:11 +0000 2017,Sat Nov 25 16:54:30 +0000 2017,software_update,0.40474796
241464,241465,173329,Dear @115858 . iOS 11 is fucking up my iPhone 6S Plus. Have never experienced so much software shittiness on iPhone in 2 years of ownership,@173329 Let's work on your iPhone together. DM us more details about the issues you're seeing and we'll get started. https://t.co/GDrqU22YpT,Mon Oct 09 10:50:05 +0000 2017,Mon Oct 09 15:04:01 +0000 2017,software_update,0.5059711
2573929,2573927,729920,Why do updates corrupt the core functions of your phones? @115858,"@729920 If you're having issues with your iPhone, you've come to the right place. Which version of iOS are you using, and what functionality do you have concerns with today?",Thu Nov 16 19:18:42 +0000 2017,Thu Nov 16 20:23:29 +0000 2017,software_update,0.421753
633868,633866,270252,Well done @115858 @AppleSupport since your update this morning I can’t play any videos... any ideas?,"@270252 We're here for you. Are you having trouble playing videos that are saved to your device, videos over the internet, or something else?",Wed Nov 22 16:11:42 +0000 2017,Wed Nov 22 16:34:00 +0000 2017,software_update,0.37216306
633783,633780,270230,@115858 your new update killed my screen on my iPhone x litterally half of the screen has block dots and it's over heating trying to run the latest update you owe me a new phone I'm switching to Samsung!!!,@270230 That should not be happening. We'd be happy to help. Would you tell us more about what you're experiencing in DM? https://t.co/GDrqU22YpT,Wed Nov 22 16:42:08 +0000 2017,Wed Nov 22 16:54:03 +0000 2017,software_update,0.37360042
1410802,1410801,447903,@AppleSupport is there ever gonna be a fix for the last update that made my iPhone 6 Plus basically useless   No im not buying an X or an 8,@447903 We can help. Send us a DM with your current iOS version to get started. https://t.co/GDrqU22YpT,Thu Nov 02 00:16:56 +0000 2017,Thu Nov 02 00:52:27 +0000 2017,software_update,0.44849038
1968242,1968241,583194,These latest @115858 updates for the I phone have it shutting down randomly 2-3 times a day minimum.,@583194 We’d love to help. To start send us a DM letting us know which iPhone and exact software version you’re using. https://t.co/GDrqU22YpT,Tue Oct 31 14:35:14 +0000 2017,Tue Oct 31 14:57:30 +0000 2017,software_update,0.36014944
325516,325515,193543,"How is it each time I update to the new iOS system - my phone starts to glitch, and force close. Explain this @115858",@193543 We want to look into what's going on with your phone. Can you tell us which iPhone and iOS version you're using?,Thu Oct 05 11:55:56 +0000 2017,Thu Oct 05 14:47:31 +0000 2017,software_update,0.5093819
1076345,1076347,373975,@AppleSupport So I’ve now discovered not only did u lose over 90K of my pics with ur poxy iOS 11 update it now sucks my battery life if I view pics!😡😤,@373975 We do want to help you get to the bottom of this. Send us a DM and we'll look into this further with you. https://t.co/GDrqU22YpT,Fri Oct 20 03:31:33 +0000 2017,Fri Oct 20 12:30:03 +0000 2017,photos_media,0.37688655
1232940,1232939,409172,@AppleSupport any chance of another ios11 update so my phone will actually work?,@409172 We'd be happy to help. Send us a DM with a few details. https://t.co/GDrqU22YpT,Wed Oct 25 17:18:09 +0000 2017,Wed Oct 25 17:35:17 +0000 2017,software_update,0.42012113
1697378,1697377,514865,@AppleSupport is there a reason my App Store isn’t working at all ? Help please,@514865 Thanks Rigo. We've received your DM and we'll continue there in just a moment.,Mon Nov 06 22:34:46 +0000 2017,Mon Nov 06 23:42:00 +0000 2017,software_update,0.3937872
2906779,2906781,804901,"@AppleSupport This is not a solution. You force users to update. But I don't want to update. iOS don't need to remind me all the time, that updates are available. I want to go manually check for updates. This is not user friendly.",@804901 We understand your concern on this topic. We have a feedback link for you. This will allow you to request features and leave product feedback:  https://t.co/eTPVYVFyd8,Tue Nov 28 20:52:13 +0000 2017,Tue Nov 28 21:20:00 +0000 2017,software_update,0.41001886
1638921,1638920,501146,@AppleSupport i got a notification of someone accessing my Apple ID. How that is possible and what should I do now? #apple,@501146 We know how alarming this may be. Where did you receive the notification? Let us know in DM. https://t.co/GDrqU22YpT,Tue Oct 17 08:46:52 +0000 2017,Tue Oct 17 13:26:01 +0000 2017,apple_id_account,0.40709352
2440882,2440881,700031,"iMessage on two Macs, both running Sierra. One correctly identifies the name of contacts through the address book. The other only displays the name if the number begins with +447 … Locale set correctly. Signed in and out of iCloud. This is so frustrating.

@AppleSupport","@700031 We're happy to look into this with you. Send us a DM with more information, and we'll continue from there. https://t.co/GDrqU22YpT",Tue Nov 14 22:18:08 +0000 2017,Tue Nov 14 22:56:00 +0000 2017,messaging,0.370084
1714823,1714821,519351,You’d think when you have a $1000 phone that it could type properly! 🤬 @AppleSupport #AppleFail https://t.co/0Z7UMFdWSO,@519351 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,Tue Nov 07 02:17:21 +0000 2017,Tue Nov 07 03:15:24 +0000 2017,keyboard_text_input,0.37843412
375097,375096,204943,"@AppleSupport @115858 iOS 11 has rendered my iPhone 7+ close to unusable. Please fix this ASAP, incredibly upset with the product.",@204943 We'd like to look into this with you. What seems to be going on with your iPhone since the update?,Mon Oct 09 00:17:31 +0000 2017,Mon Oct 09 00:45:29 +0000 2017,software_update,0.37479
1560033,1560032,482043,@AppleSupport  I went to Apple Store in Portland there's no walk in purchase. when we can buy i phone x as soon as possible ?,"@482043 If you contact the store, they'll give you info about availability. Also, here's how to buy it online: https://t.co/f8DbUNfy19",Sat Nov 04 03:04:28 +0000 2017,Sat Nov 04 13:34:27 +0000 2017,purchase_payment_order,0.4673636
2425914,2425913,696622,@AppleSupport my iPhone 7 is not updating to to latest software(iOS 11) what should I do ?,@696622 We can help out. Are you updating through Wi-Fi or through iTunes?,Tue Nov 14 18:53:41 +0000 2017,Tue Nov 14 19:15:01 +0000 2017,software_update,0.5140542
1834095,1834094,550153,@AppleSupport how do I use my iCloud that I pay for on my iphone6? No space on phone but lots of iCloud doing nothing? Help please?,@550153 Great question! We'll be happy to provide some clarity on how iCloud works for your device. Send us a DM to continue. https://t.co/GDrqU22YpT,Wed Oct 18 09:13:59 +0000 2017,Wed Oct 18 13:33:36 +0000 2017,apple_app_service,0.39401305
1970204,1970203,583633,@AppleSupport what’s going on with the keyboard?,"@583633 You've reached the right place for support. To start, DM us details about what's happening and the device model you're using. https://t.co/GDrqU22YpT",Tue Oct 31 17:05:11 +0000 2017,Tue Oct 31 17:18:36 +0000 2017,keyboard_text_input,0.37608373
710078,710077,289791,@115858 needs to fix iOS 11 asap.  I’m tired of not being able to stay on WiFi and my phone restarting at least 3 times a day 🙄,@289791 That should not be happening. We want to help. Tell us what version of iOS you're using via DM. https://t.co/GDrqU22YpT,Tue Oct 10 20:34:42 +0000 2017,Tue Oct 10 21:06:54 +0000 2017,software_update,0.3958452
1782739,1782738,535605,"@AppleSupport I’m having an issue that I’d thought would be fixed quicker, some games force the phone to redownload it’s content everytime",@535605 We'd be happy to help in any way we can. What content are you referring to? Game content? You can also DM us if you'd like: https://t.co/GDrqU22YpT,Wed Oct 11 00:24:00 +0000 2017,Wed Oct 11 01:17:00 +0000 2017,software_update,0.38172007
1513884,1513886,471271,"@AppleSupport all my photos are gone from my gallery but they still appear in iCloud, i'm really really angry",@471271 We want to get you pointed in the right direction for help. Reach out to our Apps experts here: https://t.co/IBIY3vMgPj https://t.co/GDrqU22YpT,Tue Oct 17 00:25:32 +0000 2017,Tue Oct 17 00:37:06 +0000 2017,photos_media,0.4256981
849549,849548,321861,"unlocked my phone and noticed i lost all my fkn photos 
@AppleSupport care to explain why this has happened???",@321861 Thanks for reaching out. Please DM us which device is having the issue. We'll start there. https://t.co/GDrqU22YpT,Mon Oct 09 04:20:19 +0000 2017,Mon Oct 09 13:06:43 +0000 2017,photos_media,0.51340616
2032488,2032487,510891,"Hi @AppleSupport, yesterday my MacBook is not working, and now, my phone is not even turning on.. so what's with your devices now? 😭",@510891 We'd like to know more about what's happening with your MacBook and iPhone. Let's continue chatting via DM. https://t.co/GDrqU22YpT,Tue Nov 07 10:51:11 +0000 2017,Tue Nov 07 15:56:31 +0000 2017,device_performance,0.47235626
2082052,2082051,615743,hi @AppleSupport why cant i sign up for the plan on apple music?,"@615743 We can help with Apple Music! This article goes over how to join: https://t.co/sCAwjWdSKv If you're still having trouble, DM us. https://t.co/GDrqU22YpT",Tue Oct 10 17:07:02 +0000 2017,Tue Oct 10 17:59:30 +0000 2017,apple_app_service,0.4594648
559785,559787,250900,@AppleSupport I didn’t know there was a new update. Will the new update address the battery draining issue with the new one?,@250900 We recommend updating to the new iOS version. Test the device and send us a DM if you still experience the same issues. https://t.co/GDrqU22YpT,Sat Dec 02 21:55:17 +0000 2017,Sat Dec 02 22:16:32 +0000 2017,battery_charging,0.4813032
879336,879338,146512,@AppleSupport Both WiFi and Cellular. It starts spinning like it’s gonna download but stops. No error codes,@146512 Thanks for letting us know. DM us and we can continue to investigate from there. https://t.co/GDrqU22YpT,Fri Oct 13 16:58:27 +0000 2017,Fri Oct 13 17:33:01 +0000 2017,software_update,0.44053376
376025,376024,205191,"@AppleSupport iOS11 has totaled my phone: 9seconds to boot the camera 7 to switch apps. That is unacceptable, now you unsign 10:3:3 SMH Y!",@205191 We'd love to help! Which version of iOS 11 have you updated to? DM us to let us know. https://t.co/GDrqU22YpT,Mon Oct 09 02:01:35 +0000 2017,Mon Oct 09 02:43:44 +0000 2017,software_update,0.38051558
2699108,2699107,551268,The new @115858 iPhone update killed my otherwise excellent battery. Sad! @AppleSupport,@551268 We'd love to help.  Can you send us over a DM with your iPhone model and iOS version?  We'll go from there. https://t.co/GDrqU22YpT,Sun Nov 19 19:42:10 +0000 2017,Sun Nov 19 20:05:00 +0000 2017,battery_charging,0.3788556
2739527,2739526,767547,@AppleSupport Hello. I’m having serious battery life issues since the iOS update. Please advise.,@767547 We can help! Which device are you seeing this on? Reply in DM to get started. https://t.co/GDrqU22YpT,Mon Nov 20 17:07:03 +0000 2017,Mon Nov 20 17:15:31 +0000 2017,battery_charging,0.5219246
2053002,2053001,180815,@115858 @AppleSupport I tried to update my phone but it won't even start back up.. it was fine before this... why. https://t.co/5MN7Z65PVc,"@180815 Let’s work together on a solution. Does this screen with the Apple logo ever go away? DM us the answer, we'll continue there. https://t.co/GDrqU22YpT",Fri Oct 06 00:32:54 +0000 2017,Fri Oct 06 01:34:52 +0000 2017,software_update,0.43588755
1002763,1002761,357360,After updating my iphone 6s its battery getting drained very quickly @115858,@357360 We're here for you. Let's start by making sure the battery is set for maximum potential life: https://t.co/BGb00taxed,Sat Oct 14 04:45:11 +0000 2017,Sat Oct 14 12:54:38 +0000 2017,battery_charging,0.48226088
1949725,1949724,579164,"@115858 you guys seriously turned a great product, into a piece of shit. This update continues to suck, my iPhone 6 is now garbage.",@579164 We want to make sure you enjoy your Apple products. DM us details of the issue you're experiencing &amp; we'll be happy to help. https://t.co/GDrqU22YpT,Sun Oct 29 04:36:40 +0000 2017,Sun Oct 29 12:44:00 +0000 2017,software_update,0.36017507
1966829,1966828,582867,@582868 @115858 Yeah I noticed I’m charging my battery nonstop and it’s still not getting full.,@582867 We'd like to look into the battery concerns with you. Send us a DM by clicking on the link below. We'll continue there. https://t.co/GDrqU22YpT,Tue Oct 31 04:40:53 +0000 2017,Tue Oct 31 12:44:00 +0000 2017,battery_charging,0.467696
859189,859188,324004,@AppleSupport Sent you a DM about issues I'm having with the new iOS.,@324004 We got your DM and will be replying there.,Mon Oct 09 15:05:30 +0000 2017,Mon Oct 09 16:40:28 +0000 2017,software_update,0.42925704
