customer_tweet_id,support_tweet_id,customer_author_id,customer_text,support_text,customer_created_at,support_created_at,gold_label
2813598,2813596,784486,"@AppleSupport iPhone 6s, all messages I’m assuming since I don’t know what I’m not receiving and idk","@784486 Which iOS version is your iPhone 6s currently running? 

How to find the iOS version: https://t.co/ZTw54HL4Rm",Mon Nov 27 01:56:05 +0000 2017,Mon Nov 27 02:05:00 +0000 2017,messaging
1201136,1201135,402233,"My phone is plugged in and charging but losing charge????

@AppleSupport wtf","@402233 Having a reliable iPhone is important, and we'd like to find a solution together. Are you using an Apple certified charger?",Sun Oct 15 23:17:58 +0000 2017,Sun Oct 15 23:24:25 +0000 2017,battery_charging
701638,701637,287503,"@115858 help me, my apple id has been disabled. I can reset my password. But i'm forget the security question and cannot reset it. Please help my phone","@287503 This article may help: https://t.co/0uGi5ZBDyn 

You can reach out with questions here: https://t.co/UJm15vmMM2",Thu Nov 23 15:46:09 +0000 2017,Thu Nov 23 16:59:00 +0000 2017,apple_id_account
2631620,2631619,743092,How do I fix my disabled Apple ID? @AppleSupport #help 🙏,@743092 Hey there. We'd be happy to get you in the right direction. Can you send us a DM? We'll go from there. https://t.co/GDrqU22YpT,Fri Nov 17 17:37:16 +0000 2017,Fri Nov 17 18:15:31 +0000 2017,apple_id_account
1718251,1718250,520255,Why has my iPhone battery been draining rapidly and randomly turning off with 30% battery life? @applesupport,@520255 Hey there. We've received your DM. Be on the lookout for our response there.,Mon Nov 06 23:53:04 +0000 2017,Tue Nov 07 00:38:07 +0000 2017,battery_charging
1273666,1273665,418131,@115858 @AppleSupport what happened to iOS 11.0.3 battery draining like anything...please fix this issue...I need to charge 2-3 times a day..,@418131 Let's get your battery back to working as it should! DM us here: https://t.co/GDrqU22YpT,Thu Oct 26 13:37:20 +0000 2017,Thu Oct 26 15:04:01 +0000 2017,battery_charging
2118343,2118342,529410,My phones freezing again ☹️ @AppleSupport,@529410 No worries. We're happy to work together with you. Meet up with us in DM to continue. https://t.co/GDrqU22YpT,Wed Nov 08 05:47:10 +0000 2017,Wed Nov 08 14:49:01 +0000 2017,device_performance
596944,596945,249932,@AppleSupport All of them. The regular and all the apps,@249932 Thanks. DM us what exactly is happening when you use the camera and we'll work with you there. https://t.co/GDrqU2kzhr,Sun Dec 03 22:23:13 +0000 2017,Sun Dec 03 22:29:56 +0000 2017,apple_app_service
1556358,1556357,481190,@AppleSupport I want some answers about my jacked up autocorrecting symbol keyboard situation,@481190 We want to help! What model of iOS device are you using? Do you have the most recent version of iOS 11.1 installed?,Sat Nov 04 01:50:30 +0000 2017,Sat Nov 04 12:19:00 +0000 2017,keyboard_text_input
387220,387219,207661,All my pictures and videos just randomly disappeared out of my phone. Seriously fuck you. @115858,"@207661 We'll point you in the right direction. For help with Photos on iPhone, connect with an Advisor here: https://t.co/IBIY3vMgPj",Mon Oct 09 06:22:46 +0000 2017,Mon Oct 09 13:34:35 +0000 2017,photos_media
712509,712507,290396,"Dear @AppleSupport, for the 2nd time in 10 Days all my photos have disappeared except for 12 from 3 years ago.",@290396 Let's look into this together. Could you tell us which iPhone and iOS version you're using?,Tue Oct 10 21:44:57 +0000 2017,Tue Oct 10 22:25:01 +0000 2017,photos_media
609779,609778,264971,"This popped up right now, I have wifi literally right now and cell service?help! @AppleSupport https://t.co/GgKTPMAm6z",@264971 We'll look into this together. Send us a DM and let us know what version of iOS you're using. https://t.co/GDrqU22YpT,Wed Oct 04 03:07:07 +0000 2017,Wed Oct 04 03:55:29 +0000 2017,connectivity
238925,238923,172817,"Hello @AppleSupport I have an issue unlocking my Apple ID , can't remember two of my security questions and the email method is not working",@172817 Hello. For issues with unlocking your Apple ID reach out to our Account Security team here:  https://t.co/UJm15vmMM2,Tue Oct 03 13:30:22 +0000 2017,Tue Oct 03 15:09:52 +0000 2017,apple_id_account
1698570,1698572,515178,@AppleSupport 1) random OS freezes requiring hard reset 2) camera app freezes 3) overheating when charging (had to turn off the phone to let it cool),@515178 Thanks for those details. Please DM us using the following link and we'll work together towards a resolution for these issues. https://t.co/GDrqU22YpT,Tue Nov 07 00:01:16 +0000 2017,Tue Nov 07 00:44:00 +0000 2017,device_performance
1009017,1009016,358764,Why does my WiFi and Bluetooth come on whenever it wants!?🗣 @115858,@358764 We'd be happy to help.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,Sat Oct 14 11:06:50 +0000 2017,Sat Oct 14 14:13:33 +0000 2017,connectivity
2567097,2567098,728195,@AppleSupport (in the current environment we are never sure that the activation lock screen is from iOS ...),@728195 We want to do our best to address your concerns. Let's go ahead and meet in DM and we'll continue there. https://t.co/GDrqU2kzhr,Thu Nov 16 20:44:51 +0000 2017,Thu Nov 16 22:10:23 +0000 2017,apple_id_account
428358,428356,216884,@AppleSupport Basic guys! Basic! iOS 11.0.2 is draining the battery even while charging. Why? Battery life is the most important thing.,@216884 We can help! Which device are you experiencing battery issues with?,Tue Oct 10 06:24:58 +0000 2017,Tue Oct 10 13:34:00 +0000 2017,battery_charging
2002979,2002978,592278,"@AppleSupport you wanna tell why everytime I️ type I️ in a sentence, a ? and box appear as if a robot is typing 🧐",@592278 We want to look into this with you. DM us which model iPhone you have and iOS version to get started. https://t.co/GDrqU22YpT,Fri Nov 03 19:23:58 +0000 2017,Fri Nov 03 23:22:25 +0000 2017,keyboard_text_input
2408534,2408532,603221,Anyone wanna help a girl out? my iPhone is sending iMessages from my email and not phone number @AppleSupport,"@603221 We are here for you!  Please take a look at this article, which explains how to add a number to your iMessages: https://t.co/R5zxAawOzV",Tue Nov 14 15:02:39 +0000 2017,Tue Nov 14 16:03:28 +0000 2017,messaging
2253560,2253559,239414,"@AppleSupport Can someone please help me unlock my Apple ID? I got the X and changed my phone # and am locked out of everything, please help, thanks.","@239414 We'd be happy to help. If you need to reset your Apple ID, check out this link for more information: https://t.co/q5KOV2KkQI",Sat Nov 11 01:15:19 +0000 2017,Sat Nov 11 02:48:25 +0000 2017,apple_id_account
2210690,2210688,646150,"Worst iOS update I ever had. Apps keep on crashing! @AppleSupport, what’s up with this? Thanks for making 11 crappier.",@646150 Let's work on this together and see how we can help. Which version of iOS 11 are you on? Check here: Settings &gt; General &gt; About &gt; Version. Are you seeing this issue with only specific apps?,Sun Nov 26 08:37:10 +0000 2017,Sun Nov 26 14:28:27 +0000 2017,device_performance
1640178,1640176,501452,I’m so confused as to why my iMessage is working for everyone except one contact when they are an iPhone user as well 🤔 @AppleSupport,@501452 We want to help you stay in touch with your contact. What happens when you send a message? Do you get an error message?,Sun Nov 05 20:56:23 +0000 2017,Sun Nov 05 23:39:46 +0000 2017,messaging
2779339,2779338,254308,@AppleSupport why don’t you have a Yiddish keyboard on your current data system. I’m struggling to communicate with auto correction and red lines all over my sentences,@254308 We want your voice to be heard and want you to leave your suggestion at our feedback website. Just follow this link to get there: https://t.co/J46COPJzUo,Tue Nov 21 16:07:11 +0000 2017,Tue Nov 21 16:20:37 +0000 2017,keyboard_text_input
2036539,2036538,602114,@AppleSupport why is my batter life draining for not using my phone? Why can’t I send texts to people who don’t iPhones? What’s with “i”??,@602114 We'd be happy to assist with any issues you're experiencing. Please DM us so we can have a look at this for you. https://t.co/GDrqU22YpT,Mon Nov 06 22:11:02 +0000 2017,Mon Nov 06 23:22:30 +0000 2017,messaging
2288331,2288330,664815,so over 7k photos/videos have disappeared from my phone and i think it happened after i updated to the new iOS.. help @AppleSupport ??,@664815 Let's get you connected with our apps experts. Reach out to them here: https://t.co/IBIY3vMgPj and they'll get you taken care of. https://t.co/GDrqU22YpT,Sun Nov 12 02:16:37 +0000 2017,Sun Nov 12 03:29:29 +0000 2017,photos_media
1013796,1013798,359880,"@AppleSupport Instagram, tinder, bumble, Facebook, gmail app, Texas poker",@359880 We'd like to take a deeper look into this with you. DM us and we'll get started. https://t.co/GDrqU22YpT,Tue Oct 24 13:43:14 +0000 2017,Tue Oct 24 15:48:27 +0000 2017,apple_app_service
1219228,1219227,406058,"@AppleSupport lost 4 months of photos after uodating to ios11.
Ridiculous. Done with Apple products.
#ios11 #appleproblems #lostphotos",@406058 We want to look into this. DM us and we'll meet you there. https://t.co/GDrqU22YpT,Wed Oct 25 13:57:13 +0000 2017,Wed Oct 25 14:52:43 +0000 2017,photos_media
1011838,1011837,359413,@AppleSupport My iPhone 7 cellular and WiFi signal is a joke since I switched to iOS 11 😡,@359413 Have you updated to iOS 11.0.3 yet? https://t.co/80YRnjDFDk Send us a DM and let us know. https://t.co/GDrqU22YpT,Sat Oct 14 12:21:45 +0000 2017,Sat Oct 14 14:35:00 +0000 2017,connectivity
1298533,1298532,423475,Does anybody else have this issue when they go to text??? No keyboard? Does @115858 expect that I can work it with my mind? https://t.co/ci3BQWPtq3,@423475 Which device and version of iOS are you using (Settings &gt; General &gt; About)? Please be sure to restart your device.,Thu Oct 26 21:59:04 +0000 2017,Thu Oct 26 22:50:00 +0000 2017,keyboard_text_input
2923922,2923921,787532,@AppleSupport my girlfriend has moved to an android phone from iphone shes deactivated imessage but my message sitll go through as imessages she cant see why?,"@787532 SMS messages are a great way to communicate and we definitely want to ensure you're able to send and receive those with your girlfriend. Has she had the chance to review the following article? If not, lets start there and let us know how that goes. https://t.co/54RxQoOEP9",Tue Nov 14 17:10:45 +0000 2017,Tue Nov 14 17:41:03 +0000 2017,messaging
1713679,1713678,518977,@AppleSupport got me speaking in Spanish cause i can’t get this keyboard thing write with the I️,@518977 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 02:41:39 +0000 2017,Tue Nov 07 02:58:28 +0000 2017,keyboard_text_input
1443219,1443218,454863,Got a new phone from apple and is iMessage is not working on my laptop. Help. Plz. @AppleSupport,"@454863 We're happy to help. The steps here may help: https://t.co/jmMBILbFAw see section ""Set up SMS and MMS messaging.""",Sun Nov 26 01:16:56 +0000 2017,Sun Nov 26 01:28:00 +0000 2017,messaging
2143297,2143295,630143,"So all my photos from this year are gone from my “Camera Roll” album, randomly. but when i go to “Photos” they’re there..... what the fuck @115858",@630143 Let's take a look at this together. Reach out to us in DM &amp; let us know what device and iOS version you have.,Wed Nov 08 23:09:32 +0000 2017,Wed Nov 08 23:28:25 +0000 2017,photos_media
354581,354580,200278,my phone isn't even a year old and it keeps freezing and not working. @115858 why do i always have this problem,@200278 We're here to help! Let us know the iOS version shown in Settings &gt; General &gt; About and we'll go from there.,Thu Oct 12 01:11:34 +0000 2017,Thu Oct 12 01:19:30 +0000 2017,device_performance
1640811,1640809,501624,@AppleSupport y’all need to do something about these keyboards,@501624 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,Sun Nov 05 21:08:42 +0000 2017,Sun Nov 05 23:50:30 +0000 2017,keyboard_text_input
2069444,2069443,611993,@AppleSupport my battery is draining while it charges 😒 I have an iPhone 7 haven’t even had this shit for a year smh.,"@611993 That's not good! Let's see what we can do for you. First, let's meet in DM with your serial number: https://t.co/BnDvJmV3Rt https://t.co/GDrqU22YpT",Sun Oct 08 17:36:56 +0000 2017,Sun Oct 08 19:32:31 +0000 2017,battery_charging
2432846,2432845,698202,"Hi @AppleSupport I find this confusing.
I see the explanation in the settings but are Bluetooth &amp; WiFi truly Off?
Or are they still using power? https://t.co/AngvSraL6b",@698202 Thanks for reaching out. The Wi-Fi and Bluetooth options in the Control Center have changed a bit with iOS 11. This article has more details for reference: https://t.co/G7BHuQnDS6,Tue Nov 14 21:00:19 +0000 2017,Tue Nov 14 21:30:30 +0000 2017,connectivity
2945713,2945712,813668,So my Apple Music is not working. Im not able to search for music. I don't pay for things that don't work. What's going?  @AppleSupport,@813668 Let's get that Apple Music working for you again. What's happening when you try searching for music? Are you connected to cellular data or Wi-Fi when it fails to work correctly?,Wed Nov 29 12:51:11 +0000 2017,Wed Nov 29 15:31:00 +0000 2017,apple_app_service
162739,162737,153599,@115858 All of my pictures mysteriously disappeared from my phone. Help ME!,"@153599 We understand how important your memories captured in photos on your iPhone are, and you have our commitment to help! As a starting point, have you tried restarting your iPhone normally yet? This page explains how: https://t.co/OWRDHWSt4h",Fri Nov 24 19:18:46 +0000 2017,Fri Nov 24 19:26:26 +0000 2017,photos_media
319973,319971,192269,@applesupport I’m missing several thousand photos after upgrading to iOS 11. Years worth of content. I sure hope you have a solution.,@192269 Absolutely! Where do you make iPhone backups? Do you use iCloud Photo Library? DM us. https://t.co/GDrqU22YpT,Thu Sep 21 15:45:27 +0000 2017,Thu Sep 21 17:08:00 +0000 2017,photos_media
1505180,1505179,469331,"Hi @AppleSupport I got a new battery 3 weeks ago for my iPhone 6. The battery just started draining really quickly. Like 50 percent in like 2 hours. Says calendar is using all the juice. Then I have the I ""glitch."" What gives?",@469331 Thanks for contacting us. We'd like to help. Which iOS version is running on your iPhone 6? Let's meet in DM here: https://t.co/GDrqU22YpT,Tue Nov 07 00:39:25 +0000 2017,Tue Nov 07 01:24:00 +0000 2017,battery_charging
2343624,2343622,677809,"@AppleSupport can you guys just fix the music app,this is very embarrassing considering how much we pay for your services 👎🏾",@677809 Thanks for reaching out to us. We are always happy to help. Can you tell us what's going on with your Music app?,Mon Nov 13 14:02:00 +0000 2017,Mon Nov 13 15:57:00 +0000 2017,apple_app_service
159534,159533,121461,"Unable to Install #iOS11 on 7 Plus. After long Verifying Update, it says Couldn’t Install. What could be the reason and how to solve it? 🤔 @AppleSupport",@121461 Thanks for reaching out. Take a look at this article for things to try when getting errors while updating your iOS: https://t.co/Ui1yTnOCUz,Fri Nov 24 18:06:41 +0000 2017,Fri Nov 24 18:24:33 +0000 2017,software_update
2581962,2581961,731752,@AppleSupport I have tried downloading IOS 11 on  my iphone 6s plus several times. It will download the update but I get an error message when it tries to install it. Any idea why this is happening?,"@731752 We're eager for you to have iOS 11. Let's start with this article: https://t.co/Ui1yTo6dM7
Let us know if anything changes and be sure to back up first.",Thu Nov 16 21:50:32 +0000 2017,Thu Nov 16 23:06:34 +0000 2017,software_update
2349323,2349324,143178,"@AppleSupport On vacation, so I don’t know. A coffee shop down the road gave me issues, but public WiFi is always a toss up.",@143178 Are you able to test your device on a known good connection?,Mon Nov 13 23:13:56 +0000 2017,Mon Nov 13 23:44:49 +0000 2017,connectivity
2549079,2549077,724288,@115858 @AppleSupport what’s going on with autocorrect and the keyboards!! What’s with the boxes? https://t.co/1i63zVWFyW,@724288 We'll be happy to look into this with you. Is this happening in all apps? What iOS version is currently installed?,Mon Oct 30 13:18:27 +0000 2017,Mon Oct 30 14:09:38 +0000 2017,keyboard_text_input
1969756,1969755,583509,@AppleSupport yes all of my recently deleted pictures photos have been emptied. I do have videos,@583509 Videos take up space on the Photos portion of your storage as well. Check those out and send us a DM if they don't add up. https://t.co/GDrqU22YpT,Tue Oct 31 16:22:19 +0000 2017,Tue Oct 31 16:37:36 +0000 2017,photos_media
1889342,1889341,563438,Nothing but iPhone issues since the last two apple iso software updates @AppleSupport 😠,"@563438 Hi there. We'd love to help. Please DM details about the issues you're having, and which iPhone you have. We'll meet you there. https://t.co/GDrqU22YpT",Sun Oct 22 09:19:10 +0000 2017,Sun Oct 22 14:29:32 +0000 2017,device_performance
2401813,2401812,691022,What’s the point of an iPhone if I can’t send iMessages 😩 @AppleSupport,@691022 Sending iMessages is important. We'll be happy to see how we can help. Which iPhone and iOS version are you using?,Fri Oct 20 07:26:35 +0000 2017,Fri Oct 20 13:43:00 +0000 2017,messaging
2525513,2525512,719142,@AppleSupport i am not paying $9.99 a month just for the apple music app to not work.,@719142 We'll be happy to look into this with you. Could you please send us a DM with what exactly you're seeing? https://t.co/GDrqU22YpT,Thu Nov 16 02:34:02 +0000 2017,Thu Nov 16 03:32:54 +0000 2017,apple_app_service
617244,617242,193129,why is wifi not automatically connecting when i come home? which location service do i need to enable? @AppleSupport,@193129 It's important to have your device connecting to your network on its own. Let's look into this. Can you provide us which iOS is on your device? This can be located in Settings &gt; General &gt; About &gt; Version.,Wed Nov 22 07:35:43 +0000 2017,Wed Nov 22 14:10:34 +0000 2017,connectivity
2680196,2680195,754082,Could @AppleSupport please do something about battery drain. 48 minutes usage has used 42%  of battery. Surely can’t be right? Carrying a charger with me all the time these days. #powertothepeople https://t.co/Wkj9ozTvFr,@754082 Let's take a closer look together. Here's a link to DM us. https://t.co/GDrqU22YpT,Sun Nov 19 07:39:34 +0000 2017,Sun Nov 19 14:34:00 +0000 2017,battery_charging
1712471,1712470,518696,@AppleSupport I want to know why my Apple ID has been locked for the past 5 months after 3 resets and multiple password changes,"@518696 The best way for us to assist with your Apple ID, is for us to get in touch with you via this link: https://t.co/UJm15vmMM2",Tue Nov 07 01:36:31 +0000 2017,Tue Nov 07 02:21:00 +0000 2017,apple_id_account
1454559,1454560,127273,@AppleSupport Just my phone with the AirPods and sometimes wired Apple pods. And other Bluetooth apparatus.,"@127273 Got it. Let's have you back up your data, then update to the latest version of iOS, 11.0.3. Let us know if that helps",Tue Oct 17 23:33:58 +0000 2017,Tue Oct 17 23:52:29 +0000 2017,connectivity
711667,711665,200233,@115858 why is my phone constantly freezing? help??,@200233 Help is here! Which app on your iPhone is unresponsive? We'll do our best to resolve it quickly.,Tue Oct 10 21:10:50 +0000 2017,Tue Oct 10 21:46:28 +0000 2017,device_performance
550850,550852,248335,@AppleSupport Of course. I am using an iPhone SE running iOS 11.2 and I am sending SMS text messages.,"@248335 Just to be sure we are on the same page, anytime you try to send an SMS text to yourself, you receive the message? And the same when anyone tries to text you, correct?",Sat Dec 02 19:42:31 +0000 2017,Sat Dec 02 21:00:00 +0000 2017,messaging
2626449,2626448,741846,@AppleSupport why why why have all my photos and videos disappeared,@741846 We want to help get those back for you. Could you DM us your iPhone model and iOS version to begin? https://t.co/GDrqU22YpT,Mon Oct 30 23:48:27 +0000 2017,Tue Oct 31 00:00:35 +0000 2017,photos_media
549572,549569,247964,Don’t do the iPhone software update it will mess up &amp; your phone/iPad will become unusable #appleproblems @AppleSupport,"@247964 If you're talking about update 11.1.2, that's been out for a few weeks now. The iOS 11.2 update was just released a few hours ago. Make sure to back up and update with these steps: https://t.co/osZOKKTalm If you're still having issues, let us know so we can help!",Sat Dec 02 13:10:31 +0000 2017,Sat Dec 02 18:41:30 +0000 2017,software_update
148233,148235,149725,@AppleSupport It’s the only WiFi I connect to so I can’t really answer that,"@149725 Got it, thanks. Please send us a DM and tell us more about the issue. Did it start after updating iOS or changing any settings? Also, does restarting the device remedy the issue temporarily? https://t.co/GDrqU22YpT",Fri Nov 24 17:09:45 +0000 2017,Fri Nov 24 17:22:39 +0000 2017,connectivity
1995698,1995697,590135,Can @115858 explain why does my battery drain in minutes ever since I upgraded my os . It’s horrible,@590135 Thanks for reaching out to us about this. We'd like to look into this with you. Send us a DM so we can help you there. https://t.co/GDrqU22YpT,Fri Nov 03 06:52:46 +0000 2017,Fri Nov 03 14:55:00 +0000 2017,battery_charging
2435352,2435351,698760,@AppleSupport I’m getting this message when trying to install iOS 11.0.3 it downloaded but won’t install. https://t.co/cvx1jpHzTs,@698760 We'd like to help. Have you tried updating the device by using iTunes on a computer? Here's how: https://t.co/80YRnjDFDk,Sun Oct 29 10:55:19 +0000 2017,Sun Oct 29 14:19:00 +0000 2017,software_update
2728124,2728123,389013,"@O2 my phone keeps freezing, been into 2 shops both say they have fixed it not even 2weeks old, had nothing but trouble @AppleSupport @o2",@389013 We can definitely look into this further with you. We want to be sure you're able to use your iPhone as you'd expect. Send us a DM and let us know which iOS you're running currently. We'll go from there. https://t.co/GDrqU22YpT,Mon Nov 20 09:34:41 +0000 2017,Mon Nov 20 14:19:32 +0000 2017,device_performance
1709932,1709930,518067,@AppleSupport what am I️ supposed to do? I️ have to pick btwn grammar and communication. I️ can’t. I️ can’t type. I️ need help. I️ scared.,@518067 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 00:50:55 +0000 2017,Tue Nov 07 01:25:53 +0000 2017,keyboard_text_input
1557612,1557611,481473,Apple. I️ pay money for your product and you won’t even let me type an i instead i get this I️. Explain  @AppleSupport,"@481473 Thank you for reaching out to us. We’re here to help. To start, we recommend following these steps: https://t.co/xU1AGHStV6",Sun Nov 05 03:01:25 +0000 2017,Sun Nov 05 14:30:39 +0000 2017,keyboard_text_input
1351974,1351973,435268,"@AppleSupport Yesterday morning, it freezes then the screen either goes black or back to the home screen. Has turns itself off yesterday and today too 😩",@435268 We'd like to take a look into this with you. Could you please send us a DM so we can gather some additional info? https://t.co/GDrqU22YpT,Sat Nov 04 21:48:45 +0000 2017,Sun Nov 05 01:42:00 +0000 2017,device_performance
333222,333221,195367,Why you asking for payment information when the app is free?? @AppleSupport @115858,"@195367 We've got this. This article will help you set up an account without payment info on file:
https://t.co/wptMST6TxU",Sat Oct 07 17:31:55 +0000 2017,Sat Oct 07 19:43:29 +0000 2017,purchase_payment_order
2112032,2112031,367988,@AppleSupport any reason why my battery is draining? I️ already have all the battery saving hacks; I’d like to text for more than 20 minutes without my phone dying!,@367988 We'd be happy to continue working with you. DM us and we can go from there.,Wed Nov 08 16:35:15 +0000 2017,Wed Nov 08 17:28:00 +0000 2017,battery_charging
553676,553675,249149,"I don’t have any subscription for any services and yet, I still get charged $9.99 every other month. Please fix this @118936 @AppleSupport @115858",@249149 This article may help: https://t.co/A5QhKRZhQQ You can reach out with questions here: https://t.co/YZKYT7KOTB,Sat Dec 02 15:46:37 +0000 2017,Sat Dec 02 19:55:40 +0000 2017,purchase_payment_order
